CODCOMUNIDAD;COMUNIDAD;CODPROVINCIA;PROVINCIA;Tipo;Año;Trimestre;Numero_Transacciones;Valor_Transacciones
08;Castilla-La Mancha;02;Albacete;Protegida Segunda Mano;2012;1;10;
08;Castilla-La Mancha;02;Albacete;Protegida Segunda Mano;2005;1;57;
08;Castilla-La Mancha;02;Albacete;Protegida Segunda Mano;2023;1;61;
08;Castilla-La Mancha;02;Albacete;Protegida Segunda Mano;2022;1;66;
08;Castilla-La Mancha;02;Albacete;Protegida Segunda Mano;2011;1;16;
08;Castilla-La Mancha;02;Albacete;Protegida Segunda Mano;2018;1;51;
08;Castilla-La Mancha;02;Albacete;Protegida Segunda Mano;2024;1;45;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2009;1;33;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2021;1;34;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2016;1;31;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2007;1;212;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2013;1;22;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2015;1;25;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2025;1;25;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2014;1;33;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2008;1;54;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2019;1;45;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2004;1;72;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2010;1;43;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2006;1;74;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2020;1;25;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2017;1;36;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2012;1;32;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2005;1;43;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2023;1;31;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2022;1;43;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2011;1;39;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2018;1;43;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2024;1;33;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2017;2;31;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2016;2;28;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2019;2;35;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2015;2;35;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2005;2;57;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2007;2;141;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2018;2;45;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2012;2;35;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2014;2;25;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2023;2;33;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2013;2;17;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2006;2;88;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2011;2;38;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2022;2;37;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2010;2;42;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2024;2;32;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2004;2;82;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2008;2;58;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2025;2;38;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2021;2;43;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2020;2;20;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2009;2;47;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2010;4;86;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2007;4;103;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2022;4;71;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2025;4;34;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2008;4;210;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2024;4;35;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2006;4;126;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2012;4;37;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2017;4;51;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2013;4;27;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2023;4;30;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2018;4;29;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2021;4;56;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2016;4;37;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2004;4;58;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2011;4;42;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2009;4;62;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2014;4;36;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2005;4;120;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2015;4;28;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2020;4;32;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2019;4;47;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2004;3;51;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2006;3;84;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2022;3;41;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2008;3;49;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2007;3;85;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2005;3;40;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2011;3;37;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2020;3;24;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2009;3;28;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2019;3;23;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2018;3;32;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2021;3;39;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2010;3;46;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2023;3;30;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2016;3;30;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2015;3;30;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2017;3;27;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2014;3;22;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2012;3;18;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2025;3;26;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2024;3;16;
01;Andalucía;23;Jaén;Protegida Segunda Mano;2013;3;15;
01;Andalucía;04;Almería;Protegida Segunda Mano;2009;1;37;
01;Andalucía;04;Almería;Protegida Segunda Mano;2021;1;78;
01;Andalucía;04;Almería;Protegida Segunda Mano;2016;1;57;
01;Andalucía;04;Almería;Protegida Segunda Mano;2007;1;97;
01;Andalucía;04;Almería;Protegida Segunda Mano;2013;1;21;
01;Andalucía;04;Almería;Protegida Segunda Mano;2015;1;37;
01;Andalucía;04;Almería;Protegida Segunda Mano;2025;1;71;
01;Andalucía;04;Almería;Protegida Segunda Mano;2014;1;41;
01;Andalucía;04;Almería;Protegida Segunda Mano;2008;1;55;
01;Andalucía;04;Almería;Protegida Segunda Mano;2019;1;97;
01;Andalucía;04;Almería;Protegida Segunda Mano;2004;1;73;
01;Andalucía;04;Almería;Protegida Segunda Mano;2010;1;54;
01;Andalucía;04;Almería;Protegida Segunda Mano;2006;1;70;
01;Andalucía;04;Almería;Protegida Segunda Mano;2020;1;71;
01;Andalucía;04;Almería;Protegida Segunda Mano;2017;1;71;
01;Andalucía;04;Almería;Protegida Segunda Mano;2012;1;25;
01;Andalucía;04;Almería;Protegida Segunda Mano;2005;1;95;
01;Andalucía;04;Almería;Protegida Segunda Mano;2023;1;115;
01;Andalucía;04;Almería;Protegida Segunda Mano;2022;1;86;
01;Andalucía;04;Almería;Protegida Segunda Mano;2011;1;99;
01;Andalucía;04;Almería;Protegida Segunda Mano;2018;1;86;
01;Andalucía;04;Almería;Protegida Segunda Mano;2024;1;64;
01;Andalucía;04;Almería;Protegida Segunda Mano;2017;2;72;
01;Andalucía;04;Almería;Protegida Segunda Mano;2016;2;74;
01;Andalucía;04;Almería;Protegida Segunda Mano;2019;2;115;
01;Andalucía;04;Almería;Protegida Segunda Mano;2015;2;37;
01;Andalucía;04;Almería;Protegida Segunda Mano;2005;2;154;
01;Andalucía;04;Almería;Protegida Segunda Mano;2007;2;146;
01;Andalucía;04;Almería;Protegida Segunda Mano;2018;2;107;
01;Andalucía;04;Almería;Protegida Segunda Mano;2012;2;37;
01;Andalucía;04;Almería;Protegida Segunda Mano;2014;2;44;
01;Andalucía;04;Almería;Protegida Segunda Mano;2023;2;108;
01;Andalucía;04;Almería;Protegida Segunda Mano;2013;2;51;
01;Andalucía;04;Almería;Protegida Segunda Mano;2006;2;82;
01;Andalucía;04;Almería;Protegida Segunda Mano;2011;2;36;
01;Andalucía;04;Almería;Protegida Segunda Mano;2022;2;110;
01;Andalucía;04;Almería;Protegida Segunda Mano;2010;2;57;
01;Andalucía;04;Almería;Protegida Segunda Mano;2024;2;69;
01;Andalucía;04;Almería;Protegida Segunda Mano;2004;2;80;
01;Andalucía;04;Almería;Protegida Segunda Mano;2008;2;19;
01;Andalucía;04;Almería;Protegida Segunda Mano;2025;2;74;
01;Andalucía;04;Almería;Protegida Segunda Mano;2021;2;90;
01;Andalucía;04;Almería;Protegida Segunda Mano;2020;2;46;
01;Andalucía;04;Almería;Protegida Segunda Mano;2009;2;133;
01;Andalucía;04;Almería;Protegida Segunda Mano;2010;4;50;
01;Andalucía;04;Almería;Protegida Segunda Mano;2007;4;73;
01;Andalucía;04;Almería;Protegida Segunda Mano;2022;4;94;
01;Andalucía;04;Almería;Protegida Segunda Mano;2025;4;150;
01;Andalucía;04;Almería;Protegida Segunda Mano;2008;4;182;
01;Andalucía;04;Almería;Protegida Segunda Mano;2024;4;72;
01;Andalucía;04;Almería;Protegida Segunda Mano;2006;4;85;
01;Andalucía;04;Almería;Protegida Segunda Mano;2012;4;67;
01;Andalucía;04;Almería;Protegida Segunda Mano;2017;4;81;
01;Andalucía;04;Almería;Protegida Segunda Mano;2013;4;38;
01;Andalucía;04;Almería;Protegida Segunda Mano;2023;4;70;
01;Andalucía;04;Almería;Protegida Segunda Mano;2018;4;98;
01;Andalucía;04;Almería;Protegida Segunda Mano;2021;4;94;
01;Andalucía;04;Almería;Protegida Segunda Mano;2016;4;65;
01;Andalucía;04;Almería;Protegida Segunda Mano;2004;4;145;
01;Andalucía;04;Almería;Protegida Segunda Mano;2011;4;37;
01;Andalucía;04;Almería;Protegida Segunda Mano;2009;4;42;
01;Andalucía;04;Almería;Protegida Segunda Mano;2014;4;50;
01;Andalucía;04;Almería;Protegida Segunda Mano;2005;4;95;
01;Andalucía;04;Almería;Protegida Segunda Mano;2015;4;56;
01;Andalucía;04;Almería;Protegida Segunda Mano;2020;4;88;
01;Andalucía;04;Almería;Protegida Segunda Mano;2019;4;98;
01;Andalucía;04;Almería;Protegida Segunda Mano;2024;3;53;
01;Andalucía;04;Almería;Protegida Segunda Mano;2025;3;71;
01;Andalucía;04;Almería;Protegida Segunda Mano;2020;3;67;
01;Andalucía;04;Almería;Protegida Segunda Mano;2023;3;79;
01;Andalucía;04;Almería;Protegida Segunda Mano;2016;3;59;
01;Andalucía;04;Almería;Protegida Segunda Mano;2015;3;50;
01;Andalucía;04;Almería;Protegida Segunda Mano;2009;3;52;
01;Andalucía;04;Almería;Protegida Segunda Mano;2006;3;73;
01;Andalucía;04;Almería;Protegida Segunda Mano;2022;3;88;
01;Andalucía;04;Almería;Protegida Segunda Mano;2021;3;76;
01;Andalucía;04;Almería;Protegida Segunda Mano;2017;3;84;
01;Andalucía;04;Almería;Protegida Segunda Mano;2014;3;45;
01;Andalucía;04;Almería;Protegida Segunda Mano;2018;3;65;
01;Andalucía;04;Almería;Protegida Segunda Mano;2004;3;79;
01;Andalucía;04;Almería;Protegida Segunda Mano;2008;3;143;
01;Andalucía;04;Almería;Protegida Segunda Mano;2007;3;63;
01;Andalucía;04;Almería;Protegida Segunda Mano;2005;3;121;
01;Andalucía;04;Almería;Protegida Segunda Mano;2019;3;76;
01;Andalucía;04;Almería;Protegida Segunda Mano;2013;3;31;
01;Andalucía;04;Almería;Protegida Segunda Mano;2010;3;32;
01;Andalucía;04;Almería;Protegida Segunda Mano;2012;3;30;
01;Andalucía;04;Almería;Protegida Segunda Mano;2011;3;26;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2009;1;158;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2021;1;216;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2016;1;141;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2007;1;452;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2013;1;79;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2015;1;93;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2025;1;133;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2014;1;104;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2008;1;197;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2019;1;250;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2004;1;152;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2010;1;134;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2006;1;180;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2020;1;121;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2017;1;174;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2012;1;84;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2005;1;203;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2023;1;226;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2022;1;255;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2011;1;81;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2018;1;219;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2024;1;189;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2017;2;189;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2016;2;158;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2019;2;182;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2015;2;182;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2005;2;194;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2007;2;494;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2018;2;258;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2012;2;84;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2014;2;116;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2023;2;213;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2013;2;99;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2006;2;240;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2011;2;123;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2022;2;302;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2010;2;165;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2024;2;186;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2004;2;169;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2008;2;167;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2025;2;188;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2021;2;245;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2020;2;97;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2009;2;171;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2010;4;202;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2007;4;305;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2022;4;245;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2025;4;202;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2008;4;219;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2024;4;156;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2006;4;258;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2012;4;185;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2017;4;205;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2013;4;96;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2023;4;183;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2018;4;217;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2021;4;265;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2016;4;165;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2004;4;174;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2011;4;106;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2009;4;166;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2014;4;146;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2005;4;189;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2015;4;154;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2020;4;225;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2019;4;181;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2024;3;128;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2025;3;176;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2020;3;130;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2023;3;157;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2016;3;145;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2015;3;130;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2009;3;155;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2006;3;203;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2010;3;308;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2022;3;234;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2013;3;82;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2021;3;194;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2011;3;79;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2017;3;136;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2014;3;107;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2018;3;193;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2004;3;162;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2008;3;167;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2007;3;285;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2005;3;167;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2012;3;90;
01;Andalucía;11;Cádiz;Protegida Segunda Mano;2019;3;160;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2009;1;78;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2021;1;73;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2016;1;47;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2007;1;190;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2013;1;36;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2015;1;59;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2025;1;61;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2014;1;40;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2008;1;99;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2019;1;83;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2004;1;82;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2010;1;53;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2006;1;91;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2020;1;72;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2017;1;58;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2012;1;51;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2005;1;137;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2023;1;107;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2022;1;105;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2011;1;51;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2018;1;70;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2024;1;82;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2017;2;80;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2016;2;79;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2019;2;66;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2015;2;43;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2005;2;101;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2007;2;274;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2018;2;105;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2012;2;69;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2014;2;50;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2023;2;74;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2013;2;28;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2006;2;111;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2011;2;70;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2022;2;90;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2010;2;84;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2024;2;78;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2004;2;105;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2008;2;117;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2025;2;75;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2021;2;96;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2020;2;56;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2009;2;111;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2010;4;95;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2007;4;191;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2022;4;119;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2025;4;89;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2008;4;118;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2024;4;60;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2006;4;131;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2012;4;69;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2017;4;84;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2013;4;29;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2023;4;119;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2018;4;74;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2021;4;134;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2016;4;60;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2004;4;139;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2011;4;49;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2009;4;48;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2014;4;64;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2005;4;99;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2015;4;63;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2020;4;87;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2019;4;74;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2024;3;50;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2025;3;54;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2020;3;72;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2023;3;97;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2016;3;57;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2015;3;48;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2009;3;45;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2006;3;108;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2010;3;63;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2022;3;75;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2021;3;69;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2011;3;79;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2017;3;43;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2018;3;72;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2004;3;67;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2008;3;60;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2007;3;142;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2005;3;118;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2019;3;67;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2014;3;30;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2013;3;26;
01;Andalucía;14;Córdoba;Protegida Segunda Mano;2012;3;21;
01;Andalucía;18;Granada;Protegida Segunda Mano;2009;1;49;
01;Andalucía;18;Granada;Protegida Segunda Mano;2021;1;57;
01;Andalucía;18;Granada;Protegida Segunda Mano;2016;1;64;
01;Andalucía;18;Granada;Protegida Segunda Mano;2007;1;111;
01;Andalucía;18;Granada;Protegida Segunda Mano;2013;1;30;
01;Andalucía;18;Granada;Protegida Segunda Mano;2015;1;70;
01;Andalucía;18;Granada;Protegida Segunda Mano;2025;1;95;
01;Andalucía;18;Granada;Protegida Segunda Mano;2014;1;59;
01;Andalucía;18;Granada;Protegida Segunda Mano;2008;1;40;
01;Andalucía;18;Granada;Protegida Segunda Mano;2019;1;81;
01;Andalucía;18;Granada;Protegida Segunda Mano;2004;1;45;
01;Andalucía;18;Granada;Protegida Segunda Mano;2010;1;46;
01;Andalucía;18;Granada;Protegida Segunda Mano;2006;1;16;
01;Andalucía;18;Granada;Protegida Segunda Mano;2020;1;56;
01;Andalucía;18;Granada;Protegida Segunda Mano;2017;1;79;
01;Andalucía;18;Granada;Protegida Segunda Mano;2012;1;35;
01;Andalucía;18;Granada;Protegida Segunda Mano;2005;1;27;
01;Andalucía;18;Granada;Protegida Segunda Mano;2023;1;76;
01;Andalucía;18;Granada;Protegida Segunda Mano;2022;1;65;
01;Andalucía;18;Granada;Protegida Segunda Mano;2011;1;41;
01;Andalucía;18;Granada;Protegida Segunda Mano;2018;1;87;
01;Andalucía;18;Granada;Protegida Segunda Mano;2024;1;65;
01;Andalucía;18;Granada;Protegida Segunda Mano;2017;2;88;
01;Andalucía;18;Granada;Protegida Segunda Mano;2016;2;84;
01;Andalucía;18;Granada;Protegida Segunda Mano;2019;2;99;
01;Andalucía;18;Granada;Protegida Segunda Mano;2015;2;54;
01;Andalucía;18;Granada;Protegida Segunda Mano;2005;2;31;
01;Andalucía;18;Granada;Protegida Segunda Mano;2007;2;103;
01;Andalucía;18;Granada;Protegida Segunda Mano;2018;2;77;
01;Andalucía;18;Granada;Protegida Segunda Mano;2012;2;65;
01;Andalucía;18;Granada;Protegida Segunda Mano;2014;2;91;
01;Andalucía;18;Granada;Protegida Segunda Mano;2023;2;68;
01;Andalucía;18;Granada;Protegida Segunda Mano;2013;2;28;
01;Andalucía;18;Granada;Protegida Segunda Mano;2006;2;29;
01;Andalucía;18;Granada;Protegida Segunda Mano;2011;2;56;
01;Andalucía;18;Granada;Protegida Segunda Mano;2022;2;98;
