CODCOMUNIDAD;COMUNIDAD;CODPROVINCIA;PROVINCIA;Tipo;Año;Trimestre;Numero_Transacciones;Valor_Transacciones
06;Cantabria;39;Cantabria;Segunda Mano;2004;1;1642;183685000
06;Cantabria;39;Cantabria;Segunda Mano;2005;1;2104;282850500
06;Cantabria;39;Cantabria;Segunda Mano;2009;1;499;82172800
06;Cantabria;39;Cantabria;Segunda Mano;2007;1;1694;292133900
06;Cantabria;39;Cantabria;Segunda Mano;2006;1;1895;297149200
06;Cantabria;39;Cantabria;Segunda Mano;2012;1;482;69979500
06;Cantabria;39;Cantabria;Segunda Mano;2024;1;2105;321070700
06;Cantabria;39;Cantabria;Segunda Mano;2014;1;659;87944000
06;Cantabria;39;Cantabria;Segunda Mano;2008;1;852;159169000
06;Cantabria;39;Cantabria;Segunda Mano;2010;1;703;115624200
06;Cantabria;39;Cantabria;Segunda Mano;2011;1;513;75653200
06;Cantabria;39;Cantabria;Segunda Mano;2017;1;1094;140022400
06;Cantabria;39;Cantabria;Segunda Mano;2019;1;1432;184367600
06;Cantabria;39;Cantabria;Segunda Mano;2015;1;777;95321500
06;Cantabria;39;Cantabria;Segunda Mano;2025;1;2287;408122900
06;Cantabria;39;Cantabria;Segunda Mano;2021;1;1593;217379100
06;Cantabria;39;Cantabria;Segunda Mano;2020;1;1355;168953300
06;Cantabria;39;Cantabria;Segunda Mano;2016;1;925;114458800
06;Cantabria;39;Cantabria;Segunda Mano;2023;1;1768;251907100
06;Cantabria;39;Cantabria;Segunda Mano;2013;1;384;48773700
06;Cantabria;39;Cantabria;Segunda Mano;2022;1;1959;281688100
06;Cantabria;39;Cantabria;Segunda Mano;2018;1;1167;137913200
06;Cantabria;39;Cantabria;Segunda Mano;2025;2;2515;460290700
06;Cantabria;39;Cantabria;Segunda Mano;2023;2;2077;295151500
06;Cantabria;39;Cantabria;Segunda Mano;2022;2;2529;355773700
06;Cantabria;39;Cantabria;Segunda Mano;2021;2;2241;303650700
06;Cantabria;39;Cantabria;Segunda Mano;2018;2;1719;213791000
06;Cantabria;39;Cantabria;Segunda Mano;2016;2;1186;153493200
06;Cantabria;39;Cantabria;Segunda Mano;2019;2;1690;204252400
06;Cantabria;39;Cantabria;Segunda Mano;2017;2;1459;179967400
06;Cantabria;39;Cantabria;Segunda Mano;2011;2;722;109157700
06;Cantabria;39;Cantabria;Segunda Mano;2014;2;709;92637600
06;Cantabria;39;Cantabria;Segunda Mano;2008;2;825;146791500
06;Cantabria;39;Cantabria;Segunda Mano;2012;2;533;80592000
06;Cantabria;39;Cantabria;Segunda Mano;2024;2;2585;413572200
06;Cantabria;39;Cantabria;Segunda Mano;2013;2;641;91097100
06;Cantabria;39;Cantabria;Segunda Mano;2006;2;2018;322678200
06;Cantabria;39;Cantabria;Segunda Mano;2020;2;915;119435400
06;Cantabria;39;Cantabria;Segunda Mano;2010;2;1058;175362300
06;Cantabria;39;Cantabria;Segunda Mano;2015;2;979;123089600
06;Cantabria;39;Cantabria;Segunda Mano;2007;2;1631;297532100
06;Cantabria;39;Cantabria;Segunda Mano;2005;2;2435;324996600
06;Cantabria;39;Cantabria;Segunda Mano;2004;2;2153;291696000
06;Cantabria;39;Cantabria;Segunda Mano;2009;2;624;102203300
06;Cantabria;39;Cantabria;Segunda Mano;2010;4;1288;211829200
06;Cantabria;39;Cantabria;Segunda Mano;2013;4;784;105678700
06;Cantabria;39;Cantabria;Segunda Mano;2020;4;2071;287633400
06;Cantabria;39;Cantabria;Segunda Mano;2025;4;2348;447369100
06;Cantabria;39;Cantabria;Segunda Mano;2011;4;691;107196000
06;Cantabria;39;Cantabria;Segunda Mano;2015;4;1124;151322400
06;Cantabria;39;Cantabria;Segunda Mano;2019;4;1818;226473900
06;Cantabria;39;Cantabria;Segunda Mano;2017;4;1926;254676500
06;Cantabria;39;Cantabria;Segunda Mano;2016;4;1336;168426700
06;Cantabria;39;Cantabria;Segunda Mano;2021;4;2408;350167000
06;Cantabria;39;Cantabria;Segunda Mano;2018;4;1779;223272700
06;Cantabria;39;Cantabria;Segunda Mano;2022;4;2092;315129900
06;Cantabria;39;Cantabria;Segunda Mano;2023;4;2026;294016400
06;Cantabria;39;Cantabria;Segunda Mano;2008;4;583;96722400
06;Cantabria;39;Cantabria;Segunda Mano;2014;4;1060;140003000
06;Cantabria;39;Cantabria;Segunda Mano;2024;4;2512;415566300
06;Cantabria;39;Cantabria;Segunda Mano;2012;4;924;119670400
06;Cantabria;39;Cantabria;Segunda Mano;2006;4;1851;323856400
06;Cantabria;39;Cantabria;Segunda Mano;2007;4;1087;198711700
06;Cantabria;39;Cantabria;Segunda Mano;2009;4;937;159185000
06;Cantabria;39;Cantabria;Segunda Mano;2005;4;2637;391980400
06;Cantabria;39;Cantabria;Segunda Mano;2004;4;2271;391536900
06;Cantabria;39;Cantabria;Segunda Mano;2004;3;1947;273163100
06;Cantabria;39;Cantabria;Segunda Mano;2005;3;1961;278600800
06;Cantabria;39;Cantabria;Segunda Mano;2009;3;711;124345200
06;Cantabria;39;Cantabria;Segunda Mano;2014;3;769;96704400
06;Cantabria;39;Cantabria;Segunda Mano;2006;3;1678;278257100
06;Cantabria;39;Cantabria;Segunda Mano;2007;3;1202;220935500
06;Cantabria;39;Cantabria;Segunda Mano;2024;3;2259;373101700
06;Cantabria;39;Cantabria;Segunda Mano;2019;3;1495;191158100
06;Cantabria;39;Cantabria;Segunda Mano;2008;3;560;94276500
06;Cantabria;39;Cantabria;Segunda Mano;2010;3;703;111714900
06;Cantabria;39;Cantabria;Segunda Mano;2011;3;609;91553000
06;Cantabria;39;Cantabria;Segunda Mano;2012;3;569;80880800
06;Cantabria;39;Cantabria;Segunda Mano;2013;3;549;71287400
06;Cantabria;39;Cantabria;Segunda Mano;2018;3;1561;210537400
06;Cantabria;39;Cantabria;Segunda Mano;2015;3;1049;129873700
06;Cantabria;39;Cantabria;Segunda Mano;2016;3;1076;132973700
06;Cantabria;39;Cantabria;Segunda Mano;2017;3;1395;181941300
06;Cantabria;39;Cantabria;Segunda Mano;2020;3;1772;226102500
06;Cantabria;39;Cantabria;Segunda Mano;2021;3;2376;327403800
06;Cantabria;39;Cantabria;Segunda Mano;2022;3;1994;298276400
06;Cantabria;39;Cantabria;Segunda Mano;2023;3;1819;258756400
06;Cantabria;39;Cantabria;Segunda Mano;2025;3;2173;420897200
17;Rioja, La;26;Rioja, La;Segunda Mano;2004;3;1168;89131700
17;Rioja, La;26;Rioja, La;Segunda Mano;2005;3;992;135200000
17;Rioja, La;26;Rioja, La;Segunda Mano;2009;3;326;44185700
17;Rioja, La;26;Rioja, La;Segunda Mano;2014;3;467;47644300
17;Rioja, La;26;Rioja, La;Segunda Mano;2006;3;923;134053000
17;Rioja, La;26;Rioja, La;Segunda Mano;2007;3;572;80136900
17;Rioja, La;26;Rioja, La;Segunda Mano;2024;3;1150;123950600
17;Rioja, La;26;Rioja, La;Segunda Mano;2019;3;821;78979200
17;Rioja, La;26;Rioja, La;Segunda Mano;2008;3;303;39495800
17;Rioja, La;26;Rioja, La;Segunda Mano;2010;3;357;50136600
17;Rioja, La;26;Rioja, La;Segunda Mano;2011;3;280;34283300
17;Rioja, La;26;Rioja, La;Segunda Mano;2012;3;347;41000300
17;Rioja, La;26;Rioja, La;Segunda Mano;2013;3;436;42063000
17;Rioja, La;26;Rioja, La;Segunda Mano;2018;3;953;105566500
17;Rioja, La;26;Rioja, La;Segunda Mano;2015;3;641;57004700
17;Rioja, La;26;Rioja, La;Segunda Mano;2016;3;635;65297300
17;Rioja, La;26;Rioja, La;Segunda Mano;2017;3;821;73307500
17;Rioja, La;26;Rioja, La;Segunda Mano;2020;3;958;86331700
17;Rioja, La;26;Rioja, La;Segunda Mano;2021;3;1154;122592900
17;Rioja, La;26;Rioja, La;Segunda Mano;2022;3;1060;108919200
17;Rioja, La;26;Rioja, La;Segunda Mano;2023;3;945;95993900
17;Rioja, La;26;Rioja, La;Segunda Mano;2025;3;1275;172477400
17;Rioja, La;26;Rioja, La;Segunda Mano;2010;4;661;91718300
17;Rioja, La;26;Rioja, La;Segunda Mano;2013;4;483;54057000
17;Rioja, La;26;Rioja, La;Segunda Mano;2020;4;1219;133979500
17;Rioja, La;26;Rioja, La;Segunda Mano;2025;4;1484;182631600
17;Rioja, La;26;Rioja, La;Segunda Mano;2011;4;424;63021100
17;Rioja, La;26;Rioja, La;Segunda Mano;2015;4;765;67748200
17;Rioja, La;26;Rioja, La;Segunda Mano;2019;4;1119;134028100
17;Rioja, La;26;Rioja, La;Segunda Mano;2017;4;945;92199400
17;Rioja, La;26;Rioja, La;Segunda Mano;2016;4;775;70911000
17;Rioja, La;26;Rioja, La;Segunda Mano;2021;4;1364;140603300
17;Rioja, La;26;Rioja, La;Segunda Mano;2018;4;1185;111218300
17;Rioja, La;26;Rioja, La;Segunda Mano;2022;4;1174;117067000
17;Rioja, La;26;Rioja, La;Segunda Mano;2023;4;1079;105269600
17;Rioja, La;26;Rioja, La;Segunda Mano;2008;4;337;45861800
17;Rioja, La;26;Rioja, La;Segunda Mano;2014;4;832;79127000
17;Rioja, La;26;Rioja, La;Segunda Mano;2024;4;1427;154228500
17;Rioja, La;26;Rioja, La;Segunda Mano;2012;4;648;71208300
17;Rioja, La;26;Rioja, La;Segunda Mano;2006;4;911;134044800
17;Rioja, La;26;Rioja, La;Segunda Mano;2007;4;552;83273000
17;Rioja, La;26;Rioja, La;Segunda Mano;2009;4;399;58874800
17;Rioja, La;26;Rioja, La;Segunda Mano;2005;4;1285;181259700
17;Rioja, La;26;Rioja, La;Segunda Mano;2004;4;1356;110720300
17;Rioja, La;26;Rioja, La;Segunda Mano;2025;2;1337;166756600
17;Rioja, La;26;Rioja, La;Segunda Mano;2023;2;1041;99302200
17;Rioja, La;26;Rioja, La;Segunda Mano;2022;2;1287;139522400
17;Rioja, La;26;Rioja, La;Segunda Mano;2021;2;1215;128458300
17;Rioja, La;26;Rioja, La;Segunda Mano;2018;2;1067;102203000
17;Rioja, La;26;Rioja, La;Segunda Mano;2016;2;780;69018100
17;Rioja, La;26;Rioja, La;Segunda Mano;2019;2;1022;98371600
17;Rioja, La;26;Rioja, La;Segunda Mano;2017;2;886;81870600
17;Rioja, La;26;Rioja, La;Segunda Mano;2011;2;406;46811100
17;Rioja, La;26;Rioja, La;Segunda Mano;2014;2;492;44437600
17;Rioja, La;26;Rioja, La;Segunda Mano;2008;2;419;57477300
17;Rioja, La;26;Rioja, La;Segunda Mano;2012;2;411;49738900
17;Rioja, La;26;Rioja, La;Segunda Mano;2024;2;1254;132861200
17;Rioja, La;26;Rioja, La;Segunda Mano;2013;2;428;44181000
17;Rioja, La;26;Rioja, La;Segunda Mano;2006;2;1175;168170900
17;Rioja, La;26;Rioja, La;Segunda Mano;2020;2;587;73208400
17;Rioja, La;26;Rioja, La;Segunda Mano;2010;2;563;82436400
17;Rioja, La;26;Rioja, La;Segunda Mano;2015;2;780;88204800
17;Rioja, La;26;Rioja, La;Segunda Mano;2007;2;865;130500200
17;Rioja, La;26;Rioja, La;Segunda Mano;2005;2;1115;143504600
17;Rioja, La;26;Rioja, La;Segunda Mano;2004;2;1301;105346100
17;Rioja, La;26;Rioja, La;Segunda Mano;2009;2;328;45134600
17;Rioja, La;26;Rioja, La;Segunda Mano;2004;1;1027;100298100
17;Rioja, La;26;Rioja, La;Segunda Mano;2005;1;981;119469500
17;Rioja, La;26;Rioja, La;Segunda Mano;2009;1;281;41027300
17;Rioja, La;26;Rioja, La;Segunda Mano;2007;1;838;132127100
17;Rioja, La;26;Rioja, La;Segunda Mano;2006;1;1127;160835000
17;Rioja, La;26;Rioja, La;Segunda Mano;2012;1;318;39262200
17;Rioja, La;26;Rioja, La;Segunda Mano;2024;1;1023;105220900
17;Rioja, La;26;Rioja, La;Segunda Mano;2014;1;519;52883300
17;Rioja, La;26;Rioja, La;Segunda Mano;2008;1;434;66235500
17;Rioja, La;26;Rioja, La;Segunda Mano;2010;1;422;57044000
17;Rioja, La;26;Rioja, La;Segunda Mano;2011;1;305;39910600
17;Rioja, La;26;Rioja, La;Segunda Mano;2017;1;763;64864400
17;Rioja, La;26;Rioja, La;Segunda Mano;2019;1;1029;117865200
17;Rioja, La;26;Rioja, La;Segunda Mano;2015;1;573;47922800
17;Rioja, La;26;Rioja, La;Segunda Mano;2025;1;1297;156944900
17;Rioja, La;26;Rioja, La;Segunda Mano;2021;1;964;93845400
17;Rioja, La;26;Rioja, La;Segunda Mano;2020;1;807;80799200
17;Rioja, La;26;Rioja, La;Segunda Mano;2016;1;802;67697700
17;Rioja, La;26;Rioja, La;Segunda Mano;2023;1;929;100196500
17;Rioja, La;26;Rioja, La;Segunda Mano;2013;1;261;26065600
17;Rioja, La;26;Rioja, La;Segunda Mano;2022;1;1159;122636400
17;Rioja, La;26;Rioja, La;Segunda Mano;2018;1;934;98483400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2025;3;3874;516885500
03;Asturias, Principado de;33;Asturias;Segunda Mano;2025;4;4320;556757900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2025;2;4340;546174200
03;Asturias, Principado de;33;Asturias;Segunda Mano;2025;1;4149;480506400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2020;3;2721;278532700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2020;4;2934;305032500
03;Asturias, Principado de;33;Asturias;Segunda Mano;2020;2;1318;132011800
03;Asturias, Principado de;33;Asturias;Segunda Mano;2020;1;1957;184863200
03;Asturias, Principado de;33;Asturias;Segunda Mano;2004;3;2594;219954900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2005;3;2427;244925000
03;Asturias, Principado de;33;Asturias;Segunda Mano;2009;3;1171;135942700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2014;3;1191;117202500
03;Asturias, Principado de;33;Asturias;Segunda Mano;2006;3;2679;312575700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2007;3;2265;278277100
03;Asturias, Principado de;33;Asturias;Segunda Mano;2024;3;3662;426397600
03;Asturias, Principado de;33;Asturias;Segunda Mano;2019;3;1996;188955900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2008;3;1189;140474500
03;Asturias, Principado de;33;Asturias;Segunda Mano;2010;3;1195;139450900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2011;3;940;106670900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2012;3;833;79436500
03;Asturias, Principado de;33;Asturias;Segunda Mano;2013;3;798;75587700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2018;3;2132;211817400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2015;3;1400;133685900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2016;3;1691;159299300
03;Asturias, Principado de;33;Asturias;Segunda Mano;2017;3;1919;181757300
03;Asturias, Principado de;33;Asturias;Segunda Mano;2021;3;2871;307647700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2022;3;3018;330102600
03;Asturias, Principado de;33;Asturias;Segunda Mano;2023;3;2973;318315200
03;Asturias, Principado de;33;Asturias;Segunda Mano;2010;4;2026;252149500
03;Asturias, Principado de;33;Asturias;Segunda Mano;2013;4;1119;127427200
03;Asturias, Principado de;33;Asturias;Segunda Mano;2011;4;1051;114465300
03;Asturias, Principado de;33;Asturias;Segunda Mano;2015;4;1719;165513800
03;Asturias, Principado de;33;Asturias;Segunda Mano;2019;4;2606;263552500
03;Asturias, Principado de;33;Asturias;Segunda Mano;2017;4;2170;207625300
03;Asturias, Principado de;33;Asturias;Segunda Mano;2016;4;1893;178296100
03;Asturias, Principado de;33;Asturias;Segunda Mano;2021;4;3338;352328900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2018;4;2381;231085100
03;Asturias, Principado de;33;Asturias;Segunda Mano;2022;4;3261;335610000
03;Asturias, Principado de;33;Asturias;Segunda Mano;2023;4;3485;364570500
03;Asturias, Principado de;33;Asturias;Segunda Mano;2008;4;1149;128599000
03;Asturias, Principado de;33;Asturias;Segunda Mano;2014;4;1649;162357500
03;Asturias, Principado de;33;Asturias;Segunda Mano;2024;4;4344;477940400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2012;4;1447;163576800
03;Asturias, Principado de;33;Asturias;Segunda Mano;2006;4;3278;386676100
03;Asturias, Principado de;33;Asturias;Segunda Mano;2007;4;2161;255139000
03;Asturias, Principado de;33;Asturias;Segunda Mano;2009;4;1473;170141900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2005;4;3899;443537600
03;Asturias, Principado de;33;Asturias;Segunda Mano;2004;4;3430;278174400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2023;2;3174;334090600
03;Asturias, Principado de;33;Asturias;Segunda Mano;2022;2;3383;362324900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2021;2;3249;346871300
03;Asturias, Principado de;33;Asturias;Segunda Mano;2018;2;2538;242824000
03;Asturias, Principado de;33;Asturias;Segunda Mano;2016;2;1769;163934700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2019;2;2426;230877900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2017;2;2086;199911500
03;Asturias, Principado de;33;Asturias;Segunda Mano;2011;2;1187;133033700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2014;2;1101;112266100
03;Asturias, Principado de;33;Asturias;Segunda Mano;2008;2;1691;193288400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2012;2;929;100757000
03;Asturias, Principado de;33;Asturias;Segunda Mano;2024;2;4054;457234700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2013;2;926;89632400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2006;2;3021;336603700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2010;2;1636;208507400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2015;2;1520;146952900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2007;2;2861;341922400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2005;2;2822;280171000
03;Asturias, Principado de;33;Asturias;Segunda Mano;2004;2;3417;249789600
03;Asturias, Principado de;33;Asturias;Segunda Mano;2009;2;1136;130421700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2004;1;2607;194244400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2005;1;2642;248628900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2009;1;972;105867200
03;Asturias, Principado de;33;Asturias;Segunda Mano;2007;1;2921;342107700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2006;1;2733;297838400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2012;1;916;100116300
03;Asturias, Principado de;33;Asturias;Segunda Mano;2024;1;3419;377548400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2014;1;1042;100100200
03;Asturias, Principado de;33;Asturias;Segunda Mano;2008;1;1827;224828500
03;Asturias, Principado de;33;Asturias;Segunda Mano;2010;1;1363;159389800
03;Asturias, Principado de;33;Asturias;Segunda Mano;2011;1;915;97752700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2017;1;1958;183880800
03;Asturias, Principado de;33;Asturias;Segunda Mano;2019;1;2305;212660400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2015;1;1226;112536800
03;Asturias, Principado de;33;Asturias;Segunda Mano;2021;1;2501;247612400
03;Asturias, Principado de;33;Asturias;Segunda Mano;2016;1;1566;149065100
03;Asturias, Principado de;33;Asturias;Segunda Mano;2023;1;3004;303987300
03;Asturias, Principado de;33;Asturias;Segunda Mano;2013;1;684;67111900
03;Asturias, Principado de;33;Asturias;Segunda Mano;2022;1;3110;335036700
03;Asturias, Principado de;33;Asturias;Segunda Mano;2018;1;2143;196311400
14;Murcia, Región de;30;Murcia;Segunda Mano;2025;3;5861;723277000
14;Murcia, Región de;30;Murcia;Segunda Mano;2025;4;6834;842730500
14;Murcia, Región de;30;Murcia;Segunda Mano;2025;2;7000;848579000
14;Murcia, Región de;30;Murcia;Segunda Mano;2025;1;6477;750980500
14;Murcia, Región de;30;Murcia;Segunda Mano;2020;3;4264;379904200
14;Murcia, Región de;30;Murcia;Segunda Mano;2020;4;5081;457219700
14;Murcia, Región de;30;Murcia;Segunda Mano;2020;2;2513;233938400
14;Murcia, Región de;30;Murcia;Segunda Mano;2020;1;3518;320120600
14;Murcia, Región de;30;Murcia;Segunda Mano;2023;3;4909;478569300
14;Murcia, Región de;30;Murcia;Segunda Mano;2023;4;5942;589884100
14;Murcia, Región de;30;Murcia;Segunda Mano;2023;2;6018;592188300
14;Murcia, Región de;30;Murcia;Segunda Mano;2023;1;5166;502697000
14;Murcia, Región de;30;Murcia;Segunda Mano;2016;3;2668;235855600
14;Murcia, Región de;30;Murcia;Segunda Mano;2016;4;3181;285952800
14;Murcia, Región de;30;Murcia;Segunda Mano;2016;2;3367;303802900
14;Murcia, Región de;30;Murcia;Segunda Mano;2016;1;2666;236411600
14;Murcia, Región de;30;Murcia;Segunda Mano;2015;3;3204;304168900
14;Murcia, Región de;30;Murcia;Segunda Mano;2015;4;3004;269951400
14;Murcia, Región de;30;Murcia;Segunda Mano;2015;2;2939;269637000
14;Murcia, Región de;30;Murcia;Segunda Mano;2015;1;2189;188183400
14;Murcia, Región de;30;Murcia;Segunda Mano;2009;3;1779;229441700
14;Murcia, Región de;30;Murcia;Segunda Mano;2009;4;2356;304610400
14;Murcia, Región de;30;Murcia;Segunda Mano;2009;2;1713;225908000
14;Murcia, Región de;30;Murcia;Segunda Mano;2009;1;1703;231817700
14;Murcia, Región de;30;Murcia;Segunda Mano;2006;3;4638;561495400
14;Murcia, Región de;30;Murcia;Segunda Mano;2006;4;5314;661191900
14;Murcia, Región de;30;Murcia;Segunda Mano;2006;2;6157;713629300
14;Murcia, Región de;30;Murcia;Segunda Mano;2006;1;5618;646438900
14;Murcia, Región de;30;Murcia;Segunda Mano;2010;3;1593;196486300
14;Murcia, Región de;30;Murcia;Segunda Mano;2010;4;2770;352805500
14;Murcia, Región de;30;Murcia;Segunda Mano;2010;2;2570;335929000
14;Murcia, Región de;30;Murcia;Segunda Mano;2010;1;1835;231453200
14;Murcia, Región de;30;Murcia;Segunda Mano;2022;3;5695;582701300
14;Murcia, Región de;30;Murcia;Segunda Mano;2022;4;5893;596369800
14;Murcia, Región de;30;Murcia;Segunda Mano;2022;2;6342;646884200
14;Murcia, Región de;30;Murcia;Segunda Mano;2022;1;5807;572218000
14;Murcia, Región de;30;Murcia;Segunda Mano;2013;3;1717;169957300
14;Murcia, Región de;30;Murcia;Segunda Mano;2013;4;2157;200385300
14;Murcia, Región de;30;Murcia;Segunda Mano;2013;2;2226;212725300
14;Murcia, Región de;30;Murcia;Segunda Mano;2013;1;1407;128827600
14;Murcia, Región de;30;Murcia;Segunda Mano;2004;3;4813;397272800
14;Murcia, Región de;30;Murcia;Segunda Mano;2005;3;5114;538901000
14;Murcia, Región de;30;Murcia;Segunda Mano;2014;3;2064;183174800
14;Murcia, Región de;30;Murcia;Segunda Mano;2007;3;2712;359556600
14;Murcia, Región de;30;Murcia;Segunda Mano;2024;3;5601;604942100
14;Murcia, Región de;30;Murcia;Segunda Mano;2019;3;3942;366781500
14;Murcia, Región de;30;Murcia;Segunda Mano;2008;3;1334;176686500
14;Murcia, Región de;30;Murcia;Segunda Mano;2011;3;1429;165653300
14;Murcia, Región de;30;Murcia;Segunda Mano;2012;3;1491;150914500
14;Murcia, Región de;30;Murcia;Segunda Mano;2018;3;3867;343333500
14;Murcia, Región de;30;Murcia;Segunda Mano;2017;3;3068;271769300
14;Murcia, Región de;30;Murcia;Segunda Mano;2021;3;5070;493041600
14;Murcia, Región de;30;Murcia;Segunda Mano;2011;4;1804;200575400
14;Murcia, Región de;30;Murcia;Segunda Mano;2019;4;5178;474742800
14;Murcia, Región de;30;Murcia;Segunda Mano;2017;4;4039;351358800
14;Murcia, Región de;30;Murcia;Segunda Mano;2021;4;6306;607987600
14;Murcia, Región de;30;Murcia;Segunda Mano;2018;4;4388;400745000
14;Murcia, Región de;30;Murcia;Segunda Mano;2008;4;1394;190070100
14;Murcia, Región de;30;Murcia;Segunda Mano;2014;4;2807;255048600
14;Murcia, Región de;30;Murcia;Segunda Mano;2024;4;6944;775391500
14;Murcia, Región de;30;Murcia;Segunda Mano;2012;4;2633;262478300
14;Murcia, Región de;30;Murcia;Segunda Mano;2007;4;2427;325072700
14;Murcia, Región de;30;Murcia;Segunda Mano;2005;4;6248;671009400
14;Murcia, Región de;30;Murcia;Segunda Mano;2004;4;5463;501237400
14;Murcia, Región de;30;Murcia;Segunda Mano;2021;2;6058;548993400
14;Murcia, Región de;30;Murcia;Segunda Mano;2018;2;4592;408121900
14;Murcia, Región de;30;Murcia;Segunda Mano;2019;2;4590;416518100
14;Murcia, Región de;30;Murcia;Segunda Mano;2017;2;3840;334184900
14;Murcia, Región de;30;Murcia;Segunda Mano;2011;2;1700;200748900
14;Murcia, Región de;30;Murcia;Segunda Mano;2014;2;2286;213061200
14;Murcia, Región de;30;Murcia;Segunda Mano;2008;2;1730;238597600
14;Murcia, Región de;30;Murcia;Segunda Mano;2012;2;1711;183020500
14;Murcia, Región de;30;Murcia;Segunda Mano;2024;2;6531;675913400
14;Murcia, Región de;30;Murcia;Segunda Mano;2007;2;4227;548150200
14;Murcia, Región de;30;Murcia;Segunda Mano;2005;2;6423;638226100
14;Murcia, Región de;30;Murcia;Segunda Mano;2004;2;5363;437597800
14;Murcia, Región de;30;Murcia;Segunda Mano;2004;1;5227;403248800
14;Murcia, Región de;30;Murcia;Segunda Mano;2005;1;4724;444801500
14;Murcia, Región de;30;Murcia;Segunda Mano;2007;1;4420;533983200
14;Murcia, Región de;30;Murcia;Segunda Mano;2012;1;1489;159237900
14;Murcia, Región de;30;Murcia;Segunda Mano;2024;1;5454;550535300
14;Murcia, Región de;30;Murcia;Segunda Mano;2014;1;2023;188056100
14;Murcia, Región de;30;Murcia;Segunda Mano;2008;1;1952;270222200
14;Murcia, Región de;30;Murcia;Segunda Mano;2011;1;1441;170105000
14;Murcia, Región de;30;Murcia;Segunda Mano;2017;1;3058;262188500
14;Murcia, Región de;30;Murcia;Segunda Mano;2019;1;4013;361947500
14;Murcia, Región de;30;Murcia;Segunda Mano;2021;1;4516;420987500
14;Murcia, Región de;30;Murcia;Segunda Mano;2018;1;3809;329304900
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2006;3;883;166098000
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2006;4;995;188437300
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2006;2;921;172762800
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2006;1;978;184215900
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2004;3;792;124733700
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2004;4;841;129817400
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2004;2;727;128343600
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2004;1;876;118580200
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2008;3;444;79705900
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2008;4;463;79452300
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2008;2;639;121243000
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2008;1;592;104820600
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2007;3;732;141426100
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2007;4;690;126604300
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2007;2;1000;184062200
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2007;1;1020;194473400
15;Navarra, Comunidad Foral de;31;Navarra;Segunda Mano;2005;3;785;131896200
