Region,City,Year,Quarter,Total
Andalucía,Granada,2015,1,1059.8
Andalucía,Huelva,2015,1,1059.0
Andalucía,Jaén,2015,1,806.7
Andalucía,Málaga,2015,1,1485.6
Andalucía,Sevilla,2015,1,1265.8
Aragón,Total,2015,1,1177.1
Aragón,Huesca,2015,1,1142.3
Aragón,Teruel,2015,1,801.9
Aragón,Zaragoza,2015,1,1237.5
Principado de Asturias,Asturias,2015,1,1254.6
Illes Balears,Illes Balears,2015,1,1862.8
Canarias,Total,2015,1,1298.2
Canarias,Las Palmas,2015,1,1359.3
Canarias,Santa Cruz de Tenerife,2015,1,1236.8
Cantabria,Cantabria,2015,1,1457.4
Castilla y León,Total,2015,1,1034.1
Castilla y León,Ávila,2015,1,823.3
Castilla y León,Burgos,2015,1,1136.2
Castilla y León,León,2015,1,841.1
Castilla y León,Palencia,2015,1,1039.7
Castilla y León,Salamanca,2015,1,1223.2
Castilla y León,Segovia,2015,1,987.6
Castilla y León,Soria,2015,1,1003.3
Castilla y León,Valladolid,2015,1,1112.4
Castilla y León,Zamora,2015,1,829.9
Castilla - La Mancha,Total,2015,1,876.7
Castilla - La Mancha,Albacete,2015,1,954.5
Castilla - La Mancha,Ciudad Real,2015,1,771.0
Castilla - La Mancha,Cuenca,2015,1,775.0
Castilla - La Mancha,Guadalajara,2015,1,1012.9
Castilla - La Mancha,Toledo,2015,1,805.5
Cataluña,Total,2015,1,1647.1
Cataluña,Barcelona,2015,1,1865.1
Cataluña,Girona,2015,1,1417.4
Cataluña,Lleida,2015,1,999.3
Cataluña,Tarragona,2015,1,1211.1
Comunitat Valenciana,Total,2015,1,1113.4
Comunitat Valenciana,Alicante/Alacant,2015,1,1207.7
Comunitat Valenciana,Castellón/Castelló,2015,1,1019.1
Comunitat Valenciana,Valencia/València,2015,1,1046.6
Extremadura,Total,2015,1,847.7
Extremadura,Badajoz,2015,1,878.1
Extremadura,Cáceres,2015,1,796.7
Galicia,Total,2015,1,1156.8
Galicia,A Coruña,2015,1,1168.4
Galicia,Lugo,2015,1,805.0
Galicia,Ourense,2015,1,956.4
Galicia,Pontevedra,2015,1,1199.5
Comunidad de Madrid,Madrid,2015,1,2032.3
Región de Murcia,Murcia,2015,1,971.2
Comunidad Foral de Navarra,Navarra,2015,1,1287.5890748898676
País Vasco,Total,2015,1,2388.0
País Vasco,Araba/Álava,2015,1,1914.6
País Vasco,Gipuzkoa,2015,1,2640.9
País Vasco,Bizkaia,2015,1,2371.1
La Rioja,La Rioja,2015,1,1069.5
Ceuta,Ceuta,2015,1,1676.5
Melilla,Melilla,2015,1,1484.6
Andalucía,Total,2015,2,1210.2
Andalucía,Almería,2015,2,1075.3
Andalucía,Cádiz,2015,2,1302.2
Andalucía,Córdoba,2015,2,1139.5
Andalucía,Granada,2015,2,1070.0
Andalucía,Huelva,2015,2,1081.9
Andalucía,Jaén,2015,2,827.5
Andalucía,Málaga,2015,2,1479.2
Andalucía,Sevilla,2015,2,1275.6
Aragón,Total,2015,2,1201.1
Aragón,Huesca,2015,2,1198.9
Aragón,Teruel,2015,2,792.5
Aragón,Zaragoza,2015,2,1258.7
Principado de Asturias,Asturias,2015,2,1259.7
Illes Balears,Illes Balears,2015,2,1915.2
Canarias,Total,2015,2,1315.2
Canarias,Las Palmas,2015,2,1352.7
Canarias,Santa Cruz de Tenerife,2015,2,1272.6
Cantabria,Cantabria,2015,2,1501.6
Castilla y León,Total,2015,2,1042.3
Castilla y León,Ávila,2015,2,818.6
Castilla y León,Burgos,2015,2,1125.4
Castilla y León,León,2015,2,868.5
Castilla y León,Palencia,2015,2,1053.7
Castilla y León,Salamanca,2015,2,1180.2
Castilla y León,Segovia,2015,2,1005.6
Castilla y León,Soria,2015,2,1046.0
Castilla y León,Valladolid,2015,2,1142.9
Castilla y León,Zamora,2015,2,851.2
Castilla - La Mancha,Total,2015,2,878.8
Castilla - La Mancha,Albacete,2015,2,965.6
Castilla - La Mancha,Ciudad Real,2015,2,784.8
Castilla - La Mancha,Cuenca,2015,2,798.7
Castilla - La Mancha,Guadalajara,2015,2,1000.6
Castilla - La Mancha,Toledo,2015,2,797.2
Cataluña,Total,2015,2,1673.3
Cataluña,Barcelona,2015,2,1891.4
Cataluña,Girona,2015,2,1445.5
Cataluña,Lleida,2015,2,1007.0
Cataluña,Tarragona,2015,2,1240.2
Comunitat Valenciana,Total,2015,2,1132.2
Comunitat Valenciana,Alicante/Alacant,2015,2,1229.0
Comunitat Valenciana,Castellón/Castelló,2015,2,1052.8
Comunitat Valenciana,Valencia/València,2015,2,1056.6
Extremadura,Total,2015,2,855.9
Extremadura,Badajoz,2015,2,874.3
Extremadura,Cáceres,2015,2,821.8
Galicia,Total,2015,2,1167.4
Galicia,A Coruña,2015,2,1176.5
Galicia,Lugo,2015,2,837.9
Galicia,Ourense,2015,2,938.4
Galicia,Pontevedra,2015,2,1214.2
Comunidad de Madrid,Madrid,2015,2,2066.9
Región de Murcia,Murcia,2015,2,979.5
Comunidad Foral de Navarra,Navarra,2015,2,1315.8
País Vasco,Total,2015,2,2425.6
País Vasco,Araba/Álava,2015,2,2007.5
País Vasco,Gipuzkoa,2015,2,2689.0
País Vasco,Bizkaia,2015,2,2389.3
La Rioja,La Rioja,2015,2,1081.7
Ceuta,Ceuta,2015,2,1704.5
Melilla,Melilla,2015,2,1414.6
Andalucía,Total,2015,3,1215.9
Andalucía,Almería,2015,3,1091.6
Andalucía,Cádiz,2015,3,1309.9
Andalucía,Córdoba,2015,3,1145.5
Andalucía,Granada,2015,3,1057.7
Andalucía,Huelva,2015,3,1080.4
Andalucía,Jaén,2015,3,820.0
Andalucía,Málaga,2015,3,1522.9
Andalucía,Sevilla,2015,3,1254.6
Aragón,Total,2015,3,1182.0
Aragón,Huesca,2015,3,1149.8
Aragón,Teruel,2015,3,770.9
Aragón,Zaragoza,2015,3,1249.5
Principado de Asturias,Asturias,2015,3,1247.2
Illes Balears,Illes Balears,2015,3,1944.9
Canarias,Total,2015,3,1308.2
Canarias,Las Palmas,2015,3,1359.5
Canarias,Santa Cruz de Tenerife,2015,3,1254.7
Cantabria,Cantabria,2015,3,1473.8
Castilla y León,Total,2015,3,1055.8
Castilla y León,Ávila,2015,3,840.8
Castilla y León,Burgos,2015,3,1132.0
Castilla y León,León,2015,3,889.4
Castilla y León,Palencia,2015,3,1035.5
Castilla y León,Salamanca,2015,3,1208.1
Castilla y León,Segovia,2015,3,1016.0
Castilla y León,Soria,2015,3,1060.6
Castilla y León,Valladolid,2015,3,1156.6
Castilla y León,Zamora,2015,3,847.5
Castilla - La Mancha,Total,2015,3,874.3
Castilla - La Mancha,Albacete,2015,3,939.3
Castilla - La Mancha,Ciudad Real,2015,3,765.2
Castilla - La Mancha,Cuenca,2015,3,787.5
Castilla - La Mancha,Guadalajara,2015,3,1018.8
Castilla - La Mancha,Toledo,2015,3,805.9
Cataluña,Total,2015,3,1674.5
Cataluña,Barcelona,2015,3,1896.6
Cataluña,Girona,2015,3,1456.7
Cataluña,Lleida,2015,3,988.0
Cataluña,Tarragona,2015,3,1221.5
Comunitat Valenciana,Total,2015,3,1131.2
Comunitat Valenciana,Alicante/Alacant,2015,3,1213.2
Comunitat Valenciana,Castellón/Castelló,2015,3,1068.3
Comunitat Valenciana,Valencia/València,2015,3,1064.1
Extremadura,Total,2015,3,858.4
Extremadura,Badajoz,2015,3,873.1
Extremadura,Cáceres,2015,3,829.6
Galicia,Total,2015,3,1167.8
Galicia,A Coruña,2015,3,1191.6
Galicia,Lugo,2015,3,815.6
Galicia,Ourense,2015,3,950.8
Galicia,Pontevedra,2015,3,1200.9
Comunidad de Madrid,Madrid,2015,3,2063.1
Región de Murcia,Murcia,2015,3,978.3
Comunidad Foral de Navarra,Navarra,2015,3,1302.1
País Vasco,Total,2015,3,2389.5
País Vasco,Araba/Álava,2015,3,1964.7
País Vasco,Gipuzkoa,2015,3,2692.6
País Vasco,Bizkaia,2015,3,2332.6
La Rioja,La Rioja,2015,3,1101.4
Ceuta,Ceuta,2015,3,1703.0
Melilla,Melilla,2015,3,1449.1
Andalucía,Total,2015,4,1220.6
Andalucía,Almería,2015,4,1099.5
Andalucía,Cádiz,2015,4,1290.5
Andalucía,Córdoba,2015,4,1168.2
Andalucía,Granada,2015,4,1075.1
Andalucía,Huelva,2015,4,1098.1
Andalucía,Jaén,2015,4,805.3
Andalucía,Málaga,2015,4,1517.9
Andalucía,Sevilla,2015,4,1272.8
Aragón,Total,2015,4,1183.6
Aragón,Huesca,2015,4,1173.7
Aragón,Teruel,2015,4,797.4
Aragón,Zaragoza,2015,4,1239.1
Principado de Asturias,Asturias,2015,4,1276.5
Illes Balears,Illes Balears,2015,4,2002.8
Canarias,Total,2015,4,1321.9
Canarias,Las Palmas,2015,4,1365.4
Canarias,Santa Cruz de Tenerife,2015,4,1274.6
Cantabria,Cantabria,2015,4,1433.0
Castilla y León,Total,2015,4,1066.5
Castilla y León,Ávila,2015,4,881.4
Castilla y León,Burgos,2015,4,1167.3
Castilla y León,León,2015,4,904.1
Castilla y León,Palencia,2015,4,1017.4
Castilla y León,Salamanca,2015,4,1183.1
Castilla y León,Segovia,2015,4,1010.0
Castilla y León,Soria,2015,4,1098.0
Castilla y León,Valladolid,2015,4,1158.2
Castilla y León,Zamora,2015,4,869.3
Castilla - La Mancha,Total,2015,4,884.8
Castilla - La Mancha,Albacete,2015,4,954.7
Castilla - La Mancha,Ciudad Real,2015,4,784.5
Castilla - La Mancha,Cuenca,2015,4,817.4
Castilla - La Mancha,Guadalajara,2015,4,1016.8
Castilla - La Mancha,Toledo,2015,4,805.7
Cataluña,Total,2015,4,1713.7
Cataluña,Barcelona,2015,4,1945.9
Cataluña,Girona,2015,4,1487.6
Cataluña,Lleida,2015,4,1025.9
Cataluña,Tarragona,2015,4,1226.2
Comunitat Valenciana,Total,2015,4,1143.4
Comunitat Valenciana,Alicante/Alacant,2015,4,1231.5
Comunitat Valenciana,Castellón/Castelló,2015,4,1065.1
Comunitat Valenciana,Valencia/València,2015,4,1075.5
Extremadura,Total,2015,4,867.8
Extremadura,Badajoz,2015,4,881.0
Extremadura,Cáceres,2015,4,841.2
Galicia,Total,2015,4,1175.4
Galicia,A Coruña,2015,4,1197.7
Galicia,Lugo,2015,4,818.4
Galicia,Ourense,2015,4,976.5
Galicia,Pontevedra,2015,4,1202.8
Comunidad de Madrid,Madrid,2015,4,2090.1
Región de Murcia,Murcia,2015,4,984.9
Comunidad Foral de Navarra,Navarra,2015,4,1309.6
País Vasco,Total,2015,4,2372.2
País Vasco,Araba/Álava,2015,4,1952.8
País Vasco,Gipuzkoa,2015,4,2660.4
País Vasco,Bizkaia,2015,4,2322.1
La Rioja,La Rioja,2015,4,1069.4
Ceuta,Ceuta,2015,4,1694.3
Melilla,Melilla,2015,4,1447.0
Andalucía,Total,2016,1,1207.5
Andalucía,Almería,2016,1,1076.3
Andalucía,Cádiz,2016,1,1288.3
Andalucía,Córdoba,2016,1,1144.3
Andalucía,Granada,2016,1,1080.3
Andalucía,Huelva,2016,1,1051.2
Andalucía,Jaén,2016,1,819.2
Andalucía,Málaga,2016,1,1538.0
Andalucía,Sevilla,2016,1,1217.6
Aragón,Total,2016,1,1177.1
Aragón,Huesca,2016,1,1126.7
Aragón,Teruel,2016,1,781.2
Aragón,Zaragoza,2016,1,1246.9
Principado de Asturias,Asturias,2016,1,1280.6
Illes Balears,Illes Balears,2016,1,2048.9
Canarias,Total,2016,1,1333.0
Canarias,Las Palmas,2016,1,1401.7
Canarias,Santa Cruz de Tenerife,2016,1,1262.1
Cantabria,Cantabria,2016,1,1449.0
Castilla y León,Total,2016,1,1058.4
Castilla y León,Ávila,2016,1,852.7
Castilla y León,Burgos,2016,1,1124.5
Castilla y León,León,2016,1,908.1
Castilla y León,Palencia,2016,1,1044.5
Castilla y León,Salamanca,2016,1,1214.7
Castilla y León,Segovia,2016,1,970.4
Castilla y León,Soria,2016,1,1052.6
Castilla y León,Valladolid,2016,1,1148.5
Castilla y León,Zamora,2016,1,895.8
Castilla - La Mancha,Total,2016,1,878.1
Castilla - La Mancha,Albacete,2016,1,950.0
Castilla - La Mancha,Ciudad Real,2016,1,773.4
Castilla - La Mancha,Cuenca,2016,1,796.2
Castilla - La Mancha,Guadalajara,2016,1,982.4
Castilla - La Mancha,Toledo,2016,1,819.5
Cataluña,Total,2016,1,1731.9
Cataluña,Barcelona,2016,1,1978.6
Cataluña,Girona,2016,1,1466.3
Cataluña,Lleida,2016,1,1016.4
Cataluña,Tarragona,2016,1,1235.5
Comunitat Valenciana,Total,2016,1,1141.9
Comunitat Valenciana,Alicante/Alacant,2016,1,1220.1
Comunitat Valenciana,Castellón/Castelló,2016,1,1066.8
Comunitat Valenciana,Valencia/València,2016,1,1082.9
Extremadura,Total,2016,1,884.1
Extremadura,Badajoz,2016,1,889.8
Extremadura,Cáceres,2016,1,868.8
Galicia,Total,2016,1,1190.4
Galicia,A Coruña,2016,1,1232.7
Galicia,Lugo,2016,1,844.9
Galicia,Ourense,2016,1,942.9
Galicia,Pontevedra,2016,1,1213.3
Comunidad de Madrid,Madrid,2016,1,2122.9
Región de Murcia,Murcia,2016,1,979.7
Comunidad Foral de Navarra,Navarra,2016,1,1288.3
País Vasco,Total,2016,1,2343.8
País Vasco,Araba/Álava,2016,1,1887.3
País Vasco,Gipuzkoa,2016,1,2571.2
País Vasco,Bizkaia,2016,1,2337.2
La Rioja,La Rioja,2016,1,1047.1
Ceuta,Ceuta,2016,1,1673.6
Melilla,Melilla,2016,1,1469.2
Andalucía,Total,2016,2,1220.3000000000002
Andalucía,Almería,2016,2,1099.5
Andalucía,Cádiz,2016,2,1297.8
Andalucía,Córdoba,2016,2,1128.9
Andalucía,Granada,2016,2,1080.6
Andalucía,Huelva,2016,2,1073.0
Andalucía,Jaén,2016,2,811.0
Andalucía,Málaga,2016,2,1562.9
Andalucía,Sevilla,2016,2,1237.9
Aragón,Total,2016,2,1181.7
Aragón,Huesca,2016,2,1118.7
Aragón,Teruel,2016,2,788.8
Aragón,Zaragoza,2016,2,1255.1
Principado de Asturias,Asturias,2016,2,1259.2
Illes Balears,Illes Balears,2016,2,2034.1
Canarias,Total,2016,2,1354.9
Canarias,Las Palmas,2016,2,1417.4
Canarias,Santa Cruz de Tenerife,2016,2,1288.3
Cantabria,Cantabria,2016,2,1491.9
Castilla y León,Total,2016,2,1057.9
Castilla y León,Ávila,2016,2,855.9
Castilla y León,Burgos,2016,2,1138.8
Castilla y León,León,2016,2,876.3
Castilla y León,Palencia,2016,2,1001.2
Castilla y León,Salamanca,2016,2,1201.1
Castilla y León,Segovia,2016,2,993.8
Castilla y León,Soria,2016,2,1068.9
Castilla y León,Valladolid,2016,2,1172.0
Castilla y León,Zamora,2016,2,911.7
Castilla - La Mancha,Total,2016,2,871.5999999999999
Castilla - La Mancha,Albacete,2016,2,930.7
Castilla - La Mancha,Ciudad Real,2016,2,776.2
Castilla - La Mancha,Cuenca,2016,2,817.1
Castilla - La Mancha,Guadalajara,2016,2,1014.3
Castilla - La Mancha,Toledo,2016,2,789.2
Cataluña,Total,2016,2,1754.5
Cataluña,Barcelona,2016,2,2013.9
Cataluña,Girona,2016,2,1461.3
Cataluña,Lleida,2016,2,1017.8
Cataluña,Tarragona,2016,2,1237.9
Comunitat Valenciana,Total,2016,2,1141.5
Comunitat Valenciana,Alicante/Alacant,2016,2,1215.7
Comunitat Valenciana,Castellón/Castelló,2016,2,1060.9
Comunitat Valenciana,Valencia/València,2016,2,1089.5
Extremadura,Total,2016,2,880.0
Extremadura,Badajoz,2016,2,890.5
Extremadura,Cáceres,2016,2,858.7
Galicia,Total,2016,2,1190.1
Galicia,A Coruña,2016,2,1204.6
Galicia,Lugo,2016,2,871.4
Galicia,Ourense,2016,2,943.7
Galicia,Pontevedra,2016,2,1236.9
Comunidad de Madrid,Madrid,2016,2,2170.4
Región de Murcia,Murcia,2016,2,975.3
Comunidad Foral de Navarra,Navarra,2016,2,1295.3
País Vasco,Total,2016,2,2383.2000000000003
País Vasco,Araba/Álava,2016,2,1904.3
País Vasco,Gipuzkoa,2016,2,2659.3
País Vasco,Bizkaia,2016,2,2352.5
La Rioja,La Rioja,2016,2,1080.7
Ceuta,Ceuta,2016,2,1735.7
Melilla,Melilla,2016,2,1447.5
Andalucía,Total,2016,3,1209.8
Andalucía,Almería,2016,3,1088.0
Andalucía,Cádiz,2016,3,1272.0
Andalucía,Córdoba,2016,3,1142.2
Andalucía,Granada,2016,3,1069.0
Andalucía,Huelva,2016,3,1065.2
Andalucía,Jaén,2016,3,830.4
Andalucía,Málaga,2016,3,1528.5
Andalucía,Sevilla,2016,3,1241.3
Aragón,Total,2016,3,1167.2
Aragón,Huesca,2016,3,1141.2
Aragón,Teruel,2016,3,787.6
Aragón,Zaragoza,2016,3,1227.4
Principado de Asturias,Asturias,2016,3,1271.9
Illes Balears,Illes Balears,2016,3,2033.0
Canarias,Total,2016,3,1342.8
Canarias,Las Palmas,2016,3,1425.4
Canarias,Santa Cruz de Tenerife,2016,3,1259.9
Cantabria,Cantabria,2016,3,1456.3
Castilla y León,Total,2016,3,1043.0
Castilla y León,Ávila,2016,3,860.5
Castilla y León,Burgos,2016,3,1107.4
Castilla y León,León,2016,3,907.7
Castilla y León,Palencia,2016,3,996.5
Castilla y León,Salamanca,2016,3,1168.1
Castilla y León,Segovia,2016,3,978.0
Castilla y León,Soria,2016,3,1037.4
Castilla y León,Valladolid,2016,3,1139.1
Castilla y León,Zamora,2016,3,873.4
Castilla - La Mancha,Total,2016,3,868.3
Castilla - La Mancha,Albacete,2016,3,916.9
Castilla - La Mancha,Ciudad Real,2016,3,769.3
Castilla - La Mancha,Cuenca,2016,3,789.1
Castilla - La Mancha,Guadalajara,2016,3,1020.9
Castilla - La Mancha,Toledo,2016,3,799.0
Cataluña,Total,2016,3,1758.8
Cataluña,Barcelona,2016,3,2027.2
Cataluña,Girona,2016,3,1453.1
Cataluña,Lleida,2016,3,1000.3
Cataluña,Tarragona,2016,3,1220.6
Comunitat Valenciana,Total,2016,3,1152.6999999999998
Comunitat Valenciana,Alicante/Alacant,2016,3,1229.6
Comunitat Valenciana,Castellón/Castelló,2016,3,1025.9
Comunitat Valenciana,Valencia/València,2016,3,1111.2
Extremadura,Total,2016,3,853.2
Extremadura,Badajoz,2016,3,855.9
Extremadura,Cáceres,2016,3,843.9
Galicia,Total,2016,3,1176.5
Galicia,A Coruña,2016,3,1211.1
Galicia,Lugo,2016,3,846.5
Galicia,Ourense,2016,3,939.8
Galicia,Pontevedra,2016,3,1201.9
Comunidad de Madrid,Madrid,2016,3,2157.5
Región de Murcia,Murcia,2016,3,976.1
Comunidad Foral de Navarra,Navarra,2016,3,1335.4
País Vasco,Total,2016,3,2341.4
País Vasco,Araba/Álava,2016,3,1891.1
País Vasco,Gipuzkoa,2016,3,2634.3
País Vasco,Bizkaia,2016,3,2292.0
La Rioja,La Rioja,2016,3,1044.1
Ceuta,Ceuta,2016,3,1703.4
Melilla,Melilla,2016,3,1476.6
Andalucía,Total,2016,4,1212.1999999999998
Andalucía,Almería,2016,4,1104.2
Andalucía,Cádiz,2016,4,1253.8
Andalucía,Córdoba,2016,4,1137.8
Andalucía,Granada,2016,4,1088.4
Andalucía,Huelva,2016,4,1032.6
Andalucía,Jaén,2016,4,828.0
Andalucía,Málaga,2016,4,1584.9
Andalucía,Sevilla,2016,4,1202.6
Aragón,Total,2016,4,1180.0
Aragón,Huesca,2016,4,1107.0
Aragón,Teruel,2016,4,797.4
Aragón,Zaragoza,2016,4,1254.5
Principado de Asturias,Asturias,2016,4,1260.1
Illes Balears,Illes Balears,2016,4,2061.9
Canarias,Total,2016,4,1371.2
Canarias,Las Palmas,2016,4,1457.9
Canarias,Santa Cruz de Tenerife,2016,4,1284.5
Cantabria,Cantabria,2016,4,1455.5
Castilla y León,Total,2016,4,1050.7
Castilla y León,Ávila,2016,4,871.6
Castilla y León,Burgos,2016,4,1089.5
Castilla y León,León,2016,4,902.1
Castilla y León,Palencia,2016,4,1036.2
Castilla y León,Salamanca,2016,4,1208.0
Castilla y León,Segovia,2016,4,940.9
Castilla y León,Soria,2016,4,994.8
Castilla y León,Valladolid,2016,4,1172.6
Castilla y León,Zamora,2016,4,897.1
Castilla - La Mancha,Total,2016,4,876.7
Castilla - La Mancha,Albacete,2016,4,945.3
Castilla - La Mancha,Ciudad Real,2016,4,780.2
Castilla - La Mancha,Cuenca,2016,4,773.7
Castilla - La Mancha,Guadalajara,2016,4,1009.6
Castilla - La Mancha,Toledo,2016,4,812.4
Cataluña,Total,2016,4,1793.0
Cataluña,Barcelona,2016,4,2070.6
Cataluña,Girona,2016,4,1487.7
Cataluña,Lleida,2016,4,1013.6
Cataluña,Tarragona,2016,4,1221.4
Comunitat Valenciana,Total,2016,4,1143.1
Comunitat Valenciana,Alicante/Alacant,2016,4,1222.5
Comunitat Valenciana,Castellón/Castelló,2016,4,1047.9
Comunitat Valenciana,Valencia/València,2016,4,1089.1
Extremadura,Total,2016,4,861.4
Extremadura,Badajoz,2016,4,857.5
Extremadura,Cáceres,2016,4,861.8
Galicia,Total,2016,4,1181.1
Galicia,A Coruña,2016,4,1197.8
Galicia,Lugo,2016,4,829.7
Galicia,Ourense,2016,4,948.4
Galicia,Pontevedra,2016,4,1235.3
Comunidad de Madrid,Madrid,2016,4,2195.4
Región de Murcia,Murcia,2016,4,961.7
Comunidad Foral de Navarra,Navarra,2016,4,1282.1
País Vasco,Total,2016,4,2335.3
País Vasco,Araba/Álava,2016,4,1839.1
País Vasco,Gipuzkoa,2016,4,2601.6
País Vasco,Bizkaia,2016,4,2314.4
La Rioja,La Rioja,2016,4,1075.3
Ceuta,Ceuta,2016,4,1735.4
Melilla,Melilla,2016,4,1485.5
Andalucía,Total,2017,1,1225.0
Andalucía,Almería,2017,1,1107.6
Andalucía,Cádiz,2017,1,1285.6
Andalucía,Córdoba,2017,1,1131.0
Andalucía,Granada,2017,1,1049.3
Andalucía,Huelva,2017,1,1040.5
Andalucía,Jaén,2017,1,807.3
Andalucía,Málaga,2017,1,1613.5
Andalucía,Sevilla,2017,1,1244.7
Aragón,Total,2017,1,1154.9
Aragón,Huesca,2017,1,1131.3000000000002
Aragón,Teruel,2017,1,778.7
Aragón,Zaragoza,2017,1,1216.6
Principado de Asturias,Asturias,2017,1,1253.8
Illes Balears,Illes Balears,2017,1,2056.3
Canarias,Total,2017,1,1384.2
Canarias,Las Palmas,2017,1,1473.5
Canarias,Santa Cruz de Tenerife,2017,1,1295.5
Cantabria,Cantabria,2017,1,1494.7
Castilla y León,Total,2017,1,1046.2
Castilla y León,Ávila,2017,1,846.2
Castilla y León,Burgos,2017,1,1129.1
Castilla y León,León,2017,1,892.6999999999999
Castilla y León,Palencia,2017,1,1003.6
Castilla y León,Salamanca,2017,1,1193.3
Castilla y León,Segovia,2017,1,965.0
Castilla y León,Soria,2017,1,1017.5
Castilla y León,Valladolid,2017,1,1161.1
Castilla y León,Zamora,2017,1,867.1
Castilla - La Mancha,Total,2017,1,874.6
Castilla - La Mancha,Albacete,2017,1,933.0
Castilla - La Mancha,Ciudad Real,2017,1,769.2
Castilla - La Mancha,Cuenca,2017,1,795.5
Castilla - La Mancha,Guadalajara,2017,1,1039.0
Castilla - La Mancha,Toledo,2017,1,803.0
Cataluña,Total,2017,1,1825.4
Cataluña,Barcelona,2017,1,2110.6
Cataluña,Girona,2017,1,1505.3
Cataluña,Lleida,2017,1,1014.0
Cataluña,Tarragona,2017,1,1243.7
Comunitat Valenciana,Total,2017,1,1149.5
Comunitat Valenciana,Alicante/Alacant,2017,1,1239.6
Comunitat Valenciana,Castellón/Castelló,2017,1,1028.5
Comunitat Valenciana,Valencia/València,2017,1,1092.9
Extremadura,Total,2017,1,861.3
Extremadura,Badajoz,2017,1,876.2
Extremadura,Cáceres,2017,1,835.8
Galicia,Total,2017,1,1170.8
Galicia,A Coruña,2017,1,1204.4
Galicia,Lugo,2017,1,826.0
Galicia,Ourense,2017,1,911.5
Galicia,Pontevedra,2017,1,1218.1
Comunidad de Madrid,Madrid,2017,1,2226.8
Región de Murcia,Murcia,2017,1,966.8
Comunidad Foral de Navarra,Navarra,2017,1,1326.1
País Vasco,Total,2017,1,2380.7
País Vasco,Araba/Álava,2017,1,1909.2
País Vasco,Gipuzkoa,2017,1,2649.9
País Vasco,Bizkaia,2017,1,2351.6
La Rioja,La Rioja,2017,1,1058.5
Ceuta,Ceuta,2017,1,1749.0
Melilla,Melilla,2017,1,1539.2
Andalucía,Total,2017,2,1229.4
Andalucía,Almería,2017,2,1091.6
Andalucía,Cádiz,2017,2,1279.4
Andalucía,Córdoba,2017,2,1138.3
Andalucía,Granada,2017,2,1082.6
Andalucía,Huelva,2017,2,1057.2
Andalucía,Jaén,2017,2,804.2
Andalucía,Málaga,2017,2,1608.8
Andalucía,Sevilla,2017,2,1251.6
Aragón,Total,2017,2,1142.7
Aragón,Huesca,2017,2,1122.1
Aragón,Teruel,2017,2,771.9
Aragón,Zaragoza,2017,2,1203.4
Principado de Asturias,Asturias,2017,2,1245.7
Illes Balears,Illes Balears,2017,2,2101.3
Canarias,Total,2017,2,1400.7
Canarias,Las Palmas,2017,2,1477.7
Canarias,Santa Cruz de Tenerife,2017,2,1323.1
Cantabria,Cantabria,2017,2,1471.6
Castilla y León,Total,2017,2,1038.3
Castilla y León,Ávila,2017,2,838.4
Castilla y León,Burgos,2017,2,1114.8
Castilla y León,León,2017,2,884.6
Castilla y León,Palencia,2017,2,1013.9
Castilla y León,Salamanca,2017,2,1172.9
Castilla y León,Segovia,2017,2,980.9
Castilla y León,Soria,2017,2,1006.4
Castilla y León,Valladolid,2017,2,1155.5
Castilla y León,Zamora,2017,2,858.4
Castilla - La Mancha,Total,2017,2,869.6
Castilla - La Mancha,Albacete,2017,2,921.8
Castilla - La Mancha,Ciudad Real,2017,2,763.1
Castilla - La Mancha,Cuenca,2017,2,797.1999999999999
Castilla - La Mancha,Guadalajara,2017,2,1042.1
Castilla - La Mancha,Toledo,2017,2,796.9
Cataluña,Total,2017,2,1830.1
Cataluña,Barcelona,2017,2,2123.7
Cataluña,Girona,2017,2,1489.1
Cataluña,Lleida,2017,2,1000.7
Cataluña,Tarragona,2017,2,1236.2
Comunitat Valenciana,Total,2017,2,1141.2
Comunitat Valenciana,Alicante/Alacant,2017,2,1229.2
Comunitat Valenciana,Castellón/Castelló,2017,2,1058.1
Comunitat Valenciana,Valencia/València,2017,2,1075.5
Extremadura,Total,2017,2,860.6
Extremadura,Badajoz,2017,2,858.8
Extremadura,Cáceres,2017,2,861.1
Galicia,Total,2017,2,1177.8
Galicia,A Coruña,2017,2,1213.3
Galicia,Lugo,2017,2,844.3
Galicia,Ourense,2017,2,940.7
Galicia,Pontevedra,2017,2,1209.0
Comunidad de Madrid,Madrid,2017,2,2255.7
Región de Murcia,Murcia,2017,2,964.8
Comunidad Foral de Navarra,Navarra,2017,2,1306.8
País Vasco,Total,2017,2,2378.0
País Vasco,Araba/Álava,2017,2,1884.7
País Vasco,Gipuzkoa,2017,2,2679.8
País Vasco,Bizkaia,2017,2,2336.1
La Rioja,La Rioja,2017,2,1078.5
Ceuta,Ceuta,2017,2,1811.7
Melilla,Melilla,2017,2,1557.2
Andalucía,Total,2017,3,1219.0
Andalucía,Almería,2017,3,1073.0
Andalucía,Cádiz,2017,3,1260.9
Andalucía,Córdoba,2017,3,1117.4
Andalucía,Granada,2017,3,1052.6
Andalucía,Huelva,2017,3,1043.6
Andalucía,Jaén,2017,3,815.4
Andalucía,Málaga,2017,3,1612.6
Andalucía,Sevilla,2017,3,1241.6
Aragón,Total,2017,3,1160.9
