Region,City,Year,Quarter,Total_Transactions,Total_Price,Regime,Condition
Castilla y León,León,2023,3,0,,Protegida,Nueva
Castilla y León,León,2017,3,0,,Protegida,Nueva
Castilla y León,León,2021,3,0,,Protegida,Nueva
Castilla y León,León,2022,3,0,,Protegida,Nueva
Castilla y León,León,2025,3,0,,Protegida,Nueva
Castilla y León,Segovia,2023,4,0,,Protegida,Nueva
Castilla y León,Segovia,2005,4,0,,Protegida,Nueva
Castilla y León,Segovia,2020,2,0,,Protegida,Nueva
Castilla y León,Segovia,2022,2,0,,Protegida,Nueva
Castilla y León,Segovia,2025,1,0,,Protegida,Nueva
Castilla y León,Segovia,2023,3,0,,Protegida,Nueva
Castilla y León,Segovia,2018,3,0,,Protegida,Nueva
Castilla y León,Segovia,2021,3,0,,Protegida,Nueva
Castilla y León,Segovia,2022,3,0,,Protegida,Nueva
Castilla y León,Segovia,2024,3,0,,Protegida,Nueva
Castilla y León,Salamanca,2023,4,0,,Protegida,Nueva
Castilla y León,Salamanca,2021,4,0,,Protegida,Nueva
Castilla y León,Salamanca,2019,2,0,,Protegida,Nueva
Castilla y León,Salamanca,2020,2,0,,Protegida,Nueva
Castilla y León,Salamanca,2023,1,0,,Protegida,Nueva
Castilla y León,Salamanca,2014,1,0,,Protegida,Nueva
Castilla y León,Salamanca,2015,1,0,,Protegida,Nueva
Castilla y León,Salamanca,2018,1,0,,Protegida,Nueva
Castilla y León,Salamanca,2021,3,0,,Protegida,Nueva
Castilla y León,Salamanca,2022,3,0,,Protegida,Nueva
Castilla y León,Salamanca,2025,3,0,,Protegida,Nueva
Castilla y León,Ávila,2023,4,0,,Protegida,Nueva
Castilla y León,Ávila,2005,4,0,,Protegida,Nueva
Castilla y León,Ávila,2021,4,0,,Protegida,Nueva
Castilla y León,Ávila,2024,4,0,,Protegida,Nueva
Castilla y León,Ávila,2004,2,0,,Protegida,Nueva
Castilla y León,Ávila,2013,2,0,,Protegida,Nueva
Castilla y León,Ávila,2004,1,0,,Protegida,Nueva
Castilla y León,Ávila,2017,1,0,,Protegida,Nueva
Castilla y León,Ávila,2019,1,0,,Protegida,Nueva
Castilla y León,Ávila,2024,1,0,,Protegida,Nueva
Castilla y León,Ávila,2004,3,0,,Protegida,Nueva
Castilla y León,Ávila,2006,3,0,,Protegida,Nueva
Castilla y León,Ávila,2014,3,0,,Protegida,Nueva
Castilla y León,Ávila,2016,3,0,,Protegida,Nueva
Castilla y León,Ávila,2020,3,0,,Protegida,Nueva
Castilla y León,Ávila,2021,3,0,,Protegida,Nueva
Castilla y León,Ávila,2024,3,0,,Protegida,Nueva
Castilla y León,Soria,2023,4,0,,Protegida,Nueva
Castilla y León,Soria,2004,4,0,,Protegida,Nueva
Castilla y León,Soria,2005,4,0,,Protegida,Nueva
Castilla y León,Soria,2025,4,0,,Protegida,Nueva
Castilla y León,Soria,2023,2,0,,Protegida,Nueva
Castilla y León,Soria,2004,2,0,,Protegida,Nueva
Castilla y León,Soria,2007,2,0,,Protegida,Nueva
Castilla y León,Soria,2020,2,0,,Protegida,Nueva
Castilla y León,Soria,2004,1,0,,Protegida,Nueva
Castilla y León,Soria,2005,1,0,,Protegida,Nueva
Castilla y León,Soria,2006,1,0,,Protegida,Nueva
Castilla y León,Soria,2013,1,0,,Protegida,Nueva
Castilla y León,Soria,2024,1,0,,Protegida,Nueva
Castilla y León,Soria,2023,3,0,,Protegida,Nueva
Castilla y León,Soria,2004,3,0,,Protegida,Nueva
Castilla y León,Soria,2005,3,0,,Protegida,Nueva
Castilla y León,Soria,2022,3,0,,Protegida,Nueva
Castilla y León,Zamora,2020,4,0,,Protegida,Nueva
Castilla y León,Zamora,2021,4,0,,Protegida,Nueva
Castilla y León,Zamora,2022,4,0,,Protegida,Nueva
Castilla y León,Zamora,2025,4,0,,Protegida,Nueva
Castilla y León,Zamora,2004,2,0,,Protegida,Nueva
Castilla y León,Zamora,2020,2,0,,Protegida,Nueva
Castilla y León,Zamora,2021,2,0,,Protegida,Nueva
Castilla y León,Zamora,2023,2,0,,Protegida,Nueva
Castilla y León,Zamora,2025,2,0,,Protegida,Nueva
Castilla y León,Zamora,2013,1,0,,Protegida,Nueva
Castilla y León,Zamora,2016,1,0,,Protegida,Nueva
Castilla y León,Zamora,2017,1,0,,Protegida,Nueva
Castilla y León,Zamora,2018,1,0,,Protegida,Nueva
Castilla y León,Zamora,2019,1,0,,Protegida,Nueva
Castilla y León,Zamora,2020,1,0,,Protegida,Nueva
Castilla y León,Zamora,2024,1,0,,Protegida,Nueva
Castilla y León,Zamora,2018,3,0,,Protegida,Nueva
Castilla y León,Zamora,2019,3,0,,Protegida,Nueva
Castilla y León,Zamora,2020,3,0,,Protegida,Nueva
Castilla y León,Zamora,2023,3,0,,Protegida,Nueva
Castilla y León,Zamora,2024,3,0,,Protegida,Nueva
Castilla y León,Zamora,2025,3,0,,Protegida,Nueva
Galicia,Lugo,2015,4,1,,Protegida,Nueva
Galicia,Lugo,2019,4,1,,Protegida,Nueva
Galicia,Lugo,2019,2,1,,Protegida,Nueva
Galicia,Lugo,2022,2,1,,Protegida,Nueva
Galicia,Lugo,2023,2,1,,Protegida,Nueva
Galicia,Lugo,2020,1,1,,Protegida,Nueva
Galicia,Lugo,2025,1,1,,Protegida,Nueva
Galicia,Lugo,2020,3,1,,Protegida,Nueva
Galicia,Lugo,2023,3,1,,Protegida,Nueva
Galicia,Lugo,2018,3,1,,Protegida,Nueva
Galicia,Lugo,2022,3,1,,Protegida,Nueva
Galicia,Ourense,2018,4,1,,Protegida,Nueva
Galicia,Ourense,2021,4,1,,Protegida,Nueva
Galicia,Ourense,2023,4,1,,Protegida,Nueva
Galicia,Ourense,2013,2,1,,Protegida,Nueva
Galicia,Ourense,2014,2,1,,Protegida,Nueva
Galicia,Ourense,2016,2,1,,Protegida,Nueva
Galicia,Ourense,2014,1,1,,Protegida,Nueva
Galicia,Ourense,2019,1,1,,Protegida,Nueva
Galicia,Ourense,2020,1,1,,Protegida,Nueva
Galicia,Ourense,2017,3,1,,Protegida,Nueva
Galicia,Ourense,2025,3,1,,Protegida,Nueva
Galicia,A Coruña,2025,2,1,,Protegida,Nueva
Galicia,A Coruña,2024,2,1,,Protegida,Nueva
Galicia,A Coruña,2020,2,1,,Protegida,Nueva
Galicia,A Coruña,2023,3,1,,Protegida,Nueva
Galicia,A Coruña,2024,3,1,,Protegida,Nueva
Galicia,Pontevedra,2023,4,1,,Protegida,Nueva
Galicia,Pontevedra,2024,4,1,,Protegida,Nueva
Galicia,Pontevedra,2025,4,1,,Protegida,Nueva
Galicia,Pontevedra,2020,2,1,,Protegida,Nueva
Galicia,Pontevedra,2023,2,1,,Protegida,Nueva
Galicia,Pontevedra,2023,1,1,,Protegida,Nueva
Galicia,Pontevedra,2017,3,1,,Protegida,Nueva
Galicia,Pontevedra,2020,3,1,,Protegida,Nueva
Galicia,Pontevedra,2025,3,1,,Protegida,Nueva
Cataluña,Lleida,2017,4,1,,Protegida,Nueva
Cataluña,Lleida,2022,4,1,,Protegida,Nueva
Cataluña,Lleida,2025,2,1,,Protegida,Nueva
Cataluña,Lleida,2024,2,1,,Protegida,Nueva
Cataluña,Lleida,2020,2,1,,Protegida,Nueva
Cataluña,Lleida,2021,2,1,,Protegida,Nueva
Cataluña,Lleida,2017,1,1,,Protegida,Nueva
Cataluña,Lleida,2024,3,1,,Protegida,Nueva
Cataluña,Lleida,2016,3,1,,Protegida,Nueva
Cataluña,Lleida,2019,3,1,,Protegida,Nueva
Cataluña,Tarragona,2020,4,1,,Protegida,Nueva
Cataluña,Tarragona,2021,4,1,,Protegida,Nueva
Cataluña,Tarragona,2025,1,1,,Protegida,Nueva
Cataluña,Girona,2024,4,1,,Protegida,Nueva
Cataluña,Girona,2019,4,1,,Protegida,Nueva
Cataluña,Girona,2024,2,1,,Protegida,Nueva
Cataluña,Girona,2015,2,1,,Protegida,Nueva
Cataluña,Girona,2022,2,1,,Protegida,Nueva
Cataluña,Girona,2014,1,1,,Protegida,Nueva
Cataluña,Girona,2015,1,1,,Protegida,Nueva
Cataluña,Girona,2016,1,1,,Protegida,Nueva
Cataluña,Girona,2017,1,1,,Protegida,Nueva
Cataluña,Girona,2019,1,1,,Protegida,Nueva
Cataluña,Girona,2022,1,1,,Protegida,Nueva
Cataluña,Girona,2024,1,1,,Protegida,Nueva
Cataluña,Girona,2017,3,1,,Protegida,Nueva
Cataluña,Girona,2023,3,1,,Protegida,Nueva
Cataluña,Girona,2013,3,1,,Protegida,Nueva
Cataluña,Girona,2014,3,1,,Protegida,Nueva
Cataluña,Girona,2015,3,1,,Protegida,Nueva
Cataluña,Girona,2016,3,1,,Protegida,Nueva
Cataluña,Girona,2022,3,1,,Protegida,Nueva
Melilla,Melilla,2014,4,1,,Protegida,Nueva
Melilla,Melilla,2015,4,1,,Protegida,Nueva
Melilla,Melilla,2020,4,1,,Protegida,Nueva
Melilla,Melilla,2021,4,1,,Protegida,Nueva
Melilla,Melilla,2004,2,1,,Protegida,Nueva
Melilla,Melilla,2009,2,1,,Protegida,Nueva
Melilla,Melilla,2014,2,1,,Protegida,Nueva
Melilla,Melilla,2015,2,1,,Protegida,Nueva
Melilla,Melilla,2017,2,1,,Protegida,Nueva
Melilla,Melilla,2022,2,1,,Protegida,Nueva
Melilla,Melilla,2024,2,1,,Protegida,Nueva
Melilla,Melilla,2025,2,1,,Protegida,Nueva
Melilla,Melilla,2009,1,1,,Protegida,Nueva
Melilla,Melilla,2013,1,1,,Protegida,Nueva
Melilla,Melilla,2017,1,1,,Protegida,Nueva
Melilla,Melilla,2020,3,1,,Protegida,Nueva
Melilla,Melilla,2005,3,1,,Protegida,Nueva
Melilla,Melilla,2013,3,1,,Protegida,Nueva
Melilla,Melilla,2016,3,1,,Protegida,Nueva
Melilla,Melilla,2018,3,1,,Protegida,Nueva
Aragón,Huesca,2020,4,1,,Protegida,Nueva
Aragón,Huesca,2021,4,1,,Protegida,Nueva
Aragón,Huesca,2025,4,1,,Protegida,Nueva
Aragón,Huesca,2019,4,1,,Protegida,Nueva
Aragón,Huesca,2018,2,1,,Protegida,Nueva
Aragón,Huesca,2023,1,1,,Protegida,Nueva
Aragón,Huesca,2017,3,1,,Protegida,Nueva
Aragón,Huesca,2022,3,1,,Protegida,Nueva
Aragón,Zaragoza,2023,2,1,,Protegida,Nueva
Aragón,Zaragoza,2023,3,1,,Protegida,Nueva
Aragón,Teruel,2010,4,1,,Protegida,Nueva
Aragón,Teruel,2016,4,1,,Protegida,Nueva
Aragón,Teruel,2011,2,1,,Protegida,Nueva
Aragón,Teruel,2022,2,1,,Protegida,Nueva
Aragón,Teruel,2005,1,1,,Protegida,Nueva
Aragón,Teruel,2022,1,1,,Protegida,Nueva
Aragón,Teruel,2024,1,1,,Protegida,Nueva
Aragón,Teruel,2020,3,1,,Protegida,Nueva
Aragón,Teruel,2023,3,1,,Protegida,Nueva
Aragón,Teruel,2006,3,1,,Protegida,Nueva
Aragón,Teruel,2010,3,1,,Protegida,Nueva
Aragón,Teruel,2021,3,1,,Protegida,Nueva
Illes Balears,Illes Balears,2014,4,1,,Protegida,Nueva
Illes Balears,Illes Balears,2015,4,1,,Protegida,Nueva
Illes Balears,Illes Balears,2021,4,1,,Protegida,Nueva
Illes Balears,Illes Balears,2024,4,1,,Protegida,Nueva
Illes Balears,Illes Balears,2019,4,1,,Protegida,Nueva
Illes Balears,Illes Balears,2013,1,1,,Protegida,Nueva
Illes Balears,Illes Balears,2016,1,1,,Protegida,Nueva
Illes Balears,Illes Balears,2019,1,1,,Protegida,Nueva
Illes Balears,Illes Balears,2025,2,1,,Protegida,Nueva
Illes Balears,Illes Balears,2024,2,1,,Protegida,Nueva
Illes Balears,Illes Balears,2013,2,1,,Protegida,Nueva
Illes Balears,Illes Balears,2018,2,1,,Protegida,Nueva
Illes Balears,Illes Balears,2019,2,1,,Protegida,Nueva
Illes Balears,Illes Balears,2024,3,1,,Protegida,Nueva
Illes Balears,Illes Balears,2014,3,1,,Protegida,Nueva
Illes Balears,Illes Balears,2016,3,1,,Protegida,Nueva
Illes Balears,Illes Balears,2021,3,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2015,4,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2023,4,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2025,2,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2024,2,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2015,2,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2016,2,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2018,2,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2013,1,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2020,1,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2023,1,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2025,1,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2017,3,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2024,3,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2014,3,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2015,3,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2016,3,1,,Protegida,Nueva
Comunitat Valenciana,Castellón/Castelló,2018,3,1,,Protegida,Nueva
Castilla - La Mancha,Cuenca,2014,4,1,,Protegida,Nueva
Castilla - La Mancha,Cuenca,2025,2,1,,Protegida,Nueva
Castilla - La Mancha,Cuenca,2024,2,1,,Protegida,Nueva
Castilla - La Mancha,Cuenca,2004,2,1,,Protegida,Nueva
Castilla - La Mancha,Cuenca,2016,2,1,,Protegida,Nueva
Castilla - La Mancha,Cuenca,2025,1,1,,Protegida,Nueva
Castilla - La Mancha,Cuenca,2017,3,1,,Protegida,Nueva
Castilla - La Mancha,Cuenca,2023,3,1,,Protegida,Nueva
Castilla - La Mancha,Cuenca,2024,3,1,,Protegida,Nueva
Castilla - La Mancha,Guadalajara,2016,4,1,,Protegida,Nueva
Castilla - La Mancha,Guadalajara,2017,4,1,,Protegida,Nueva
Castilla - La Mancha,Guadalajara,2018,4,1,,Protegida,Nueva
Castilla - La Mancha,Guadalajara,2019,1,1,,Protegida,Nueva
Castilla - La Mancha,Guadalajara,2019,3,1,,Protegida,Nueva
Castilla - La Mancha,Ciudad Real,2025,4,1,,Protegida,Nueva
Castilla - La Mancha,Ciudad Real,2023,2,1,,Protegida,Nueva
Castilla - La Mancha,Albacete,2019,4,1,,Protegida,Nueva
Castilla - La Mancha,Albacete,2023,2,1,,Protegida,Nueva
Castilla - La Mancha,Albacete,2021,1,1,,Protegida,Nueva
Castilla - La Mancha,Albacete,2024,1,1,,Protegida,Nueva
Ceuta,Ceuta,2008,4,1,,Protegida,Nueva
Ceuta,Ceuta,2017,4,1,,Protegida,Nueva
Ceuta,Ceuta,2008,1,1,,Protegida,Nueva
Ceuta,Ceuta,2017,1,1,,Protegida,Nueva
Ceuta,Ceuta,2018,1,1,,Protegida,Nueva
Ceuta,Ceuta,2019,1,1,,Protegida,Nueva
Ceuta,Ceuta,2020,3,1,,Protegida,Nueva
Ceuta,Ceuta,2011,3,1,,Protegida,Nueva
Ceuta,Ceuta,2016,3,1,,Protegida,Nueva
Canarias,Las Palmas,2024,4,1,,Protegida,Nueva
Canarias,Las Palmas,2019,3,1,,Protegida,Nueva
Canarias,Las Palmas,2025,3,1,,Protegida,Nueva
Canarias,Santa Cruz de Tenerife,2018,3,1,,Protegida,Nueva
Canarias,Santa Cruz de Tenerife,2022,2,1,,Protegida,Nueva
Canarias,Santa Cruz de Tenerife,2022,3,1,,Protegida,Nueva
Canarias,Santa Cruz de Tenerife,2015,3,1,,Protegida,Nueva
Canarias,Santa Cruz de Tenerife,2019,4,1,,Protegida,Nueva
Canarias,Santa Cruz de Tenerife,2019,2,1,,Protegida,Nueva
Canarias,Santa Cruz de Tenerife,2019,1,1,,Protegida,Nueva
Región de Murcia,Murcia,2024,4,1,,Protegida,Nueva
Región de Murcia,Murcia,2024,3,1,,Protegida,Nueva
Región de Murcia,Murcia,2019,3,1,,Protegida,Nueva
Principado de Asturias,Asturias,2019,3,1,,Protegida,Nueva
La Rioja,La Rioja,2023,1,1,,Protegida,Nueva
La Rioja,La Rioja,2025,2,1,,Protegida,Nueva
La Rioja,La Rioja,2021,3,1,,Protegida,Nueva
Extremadura,Cáceres,2025,2,1,,Protegida,Nueva
Extremadura,Cáceres,2022,3,1,,Protegida,Nueva
Extremadura,Cáceres,2020,2,1,,Protegida,Nueva
Extremadura,Cáceres,2021,3,1,,Protegida,Nueva
País Vasco,Araba/Álava,2023,3,1,,Protegida,Nueva
País Vasco,Araba/Álava,2004,3,1,,Protegida,Nueva
País Vasco,Gipuzkoa,2020,3,1,,Protegida,Nueva
Ceuta,Ceuta,2010,4,2,,Protegida,Nueva
Ceuta,Ceuta,2014,3,2,,Protegida,Nueva
Ceuta,Ceuta,2025,2,2,,Protegida,Nueva
Ceuta,Ceuta,2010,3,3,,Protegida,Nueva
Ceuta,Ceuta,2008,3,27,,Protegida,Nueva
Ceuta,Ceuta,2018,3,206,,Protegida,Nueva
Ceuta,Ceuta,2010,1,60,,Protegida,Nueva
Ceuta,Ceuta,2009,4,,,Protegida,Nueva
Ceuta,Ceuta,2007,2,46,,Protegida,Nueva
Ceuta,Ceuta,2010,2,8,,Protegida,Nueva
Melilla,Melilla,2009,3,13,,Protegida,Nueva
Melilla,Melilla,2010,3,66,,Protegida,Nueva
Melilla,Melilla,2007,1,45,,Protegida,Nueva
Melilla,Melilla,2006,1,12,,Protegida,Nueva
Melilla,Melilla,2005,1,39,,Protegida,Nueva
Melilla,Melilla,2014,1,18,,Protegida,Nueva
Melilla,Melilla,2017,4,11,,Protegida,Nueva
Melilla,Melilla,2005,4,54,,Protegida,Nueva
Melilla,Melilla,2006,4,17,,Protegida,Nueva
Melilla,Melilla,2010,4,14,,Protegida,Nueva
Melilla,Melilla,2009,4,78,,Protegida,Nueva
Melilla,Melilla,2010,2,9,,Protegida,Nueva
Melilla,Melilla,2006,2,15,,Protegida,Nueva
Melilla,Melilla,2019,2,38,,Protegida,Nueva
Melilla,Melilla,2005,2,10,,Protegida,Nueva
Melilla,Melilla,2011,4,2,,Protegida,Nueva
Melilla,Melilla,2022,1,2,,Protegida,Nueva
Melilla,Melilla,2008,3,2,,Protegida,Nueva
Melilla,Melilla,2011,2,2,,Protegida,Nueva
Melilla,Melilla,2016,2,2,,Protegida,Nueva
Melilla,Melilla,2018,4,5,,Protegida,Nueva
Melilla,Melilla,2019,1,7,,Protegida,Nueva
Melilla,Melilla,2012,4,7,,Protegida,Nueva
Melilla,Melilla,2010,1,8,,Protegida,Nueva
Melilla,Melilla,2008,2,8,,Protegida,Nueva
Melilla,Melilla,2013,2,4,,Protegida,Nueva
Melilla,Melilla,2012,3,4,,Protegida,Nueva
Melilla,Melilla,2004,1,4,,Protegida,Nueva
Melilla,Melilla,2011,1,4,,Protegida,Nueva
Melilla,Melilla,2015,1,3,,Protegida,Nueva
Melilla,Melilla,2016,1,3,,Protegida,Nueva
Melilla,Melilla,2006,3,3,,Protegida,Nueva
Melilla,Melilla,2014,3,3,,Protegida,Nueva
Melilla,Melilla,2015,3,3,,Protegida,Nueva
Melilla,Melilla,2007,2,6,,Protegida,Nueva
Melilla,Melilla,2012,2,6,,Protegida,Nueva
Melilla,Melilla,2011,3,6,,Protegida,Nueva
Melilla,Melilla,2004,4,6,,Protegida,Nueva
Melilla,Melilla,2007,4,6,,Protegida,Nueva
Melilla,Melilla,2012,1,6,,Protegida,Nueva
Illes Balears,Illes Balears,2004,3,45,,Protegida,Nueva
Illes Balears,Illes Balears,2005,3,41,,Protegida,Nueva
Illes Balears,Illes Balears,2009,3,39,,Protegida,Nueva
Illes Balears,Illes Balears,2006,3,24,,Protegida,Nueva
Illes Balears,Illes Balears,2012,3,10,,Protegida,Nueva
Illes Balears,Illes Balears,2010,3,11,,Protegida,Nueva
Illes Balears,Illes Balears,2007,3,18,,Protegida,Nueva
Illes Balears,Illes Balears,2008,3,13,,Protegida,Nueva
Illes Balears,Illes Balears,2011,3,6,,Protegida,Nueva
Illes Balears,Illes Balears,2018,4,3,,Protegida,Nueva
Illes Balears,Illes Balears,2008,4,4,,Protegida,Nueva
Illes Balears,Illes Balears,2005,4,10,,Protegida,Nueva
Illes Balears,Illes Balears,2025,4,19,,Protegida,Nueva
Illes Balears,Illes Balears,2022,4,91,,Protegida,Nueva
Illes Balears,Illes Balears,2020,4,20,,Protegida,Nueva
Illes Balears,Illes Balears,2004,4,73,,Protegida,Nueva
Illes Balears,Illes Balears,2006,4,22,,Protegida,Nueva
Illes Balears,Illes Balears,2010,4,44,,Protegida,Nueva
Illes Balears,Illes Balears,2011,4,23,,Protegida,Nueva
Illes Balears,Illes Balears,2012,4,11,,Protegida,Nueva
Illes Balears,Illes Balears,2009,4,33,,Protegida,Nueva
Illes Balears,Illes Balears,2007,4,32,,Protegida,Nueva
Illes Balears,Illes Balears,2022,2,3,,Protegida,Nueva
Illes Balears,Illes Balears,2007,2,151,,Protegida,Nueva
Illes Balears,Illes Balears,2008,2,51,,Protegida,Nueva
Illes Balears,Illes Balears,2011,2,43,,Protegida,Nueva
Illes Balears,Illes Balears,2010,2,61,,Protegida,Nueva
Illes Balears,Illes Balears,2009,2,63,,Protegida,Nueva
Illes Balears,Illes Balears,2006,2,39,,Protegida,Nueva
Illes Balears,Illes Balears,2005,2,63,,Protegida,Nueva
Illes Balears,Illes Balears,2004,2,18,,Protegida,Nueva
Illes Balears,Illes Balears,2012,2,22,,Protegida,Nueva
Illes Balears,Illes Balears,2015,2,7,,Protegida,Nueva
Illes Balears,Illes Balears,2021,2,7,,Protegida,Nueva
Illes Balears,Illes Balears,2016,2,5,,Protegida,Nueva
Illes Balears,Illes Balears,2014,1,3,,Protegida,Nueva
Illes Balears,Illes Balears,2022,1,4,,Protegida,Nueva
Illes Balears,Illes Balears,2012,1,5,,Protegida,Nueva
Illes Balears,Illes Balears,2004,1,7,,Protegida,Nueva
Illes Balears,Illes Balears,2023,1,11,,Protegida,Nueva
Illes Balears,Illes Balears,2005,1,13,,Protegida,Nueva
Illes Balears,Illes Balears,2021,1,39,,Protegida,Nueva
Illes Balears,Illes Balears,2011,1,97,,Protegida,Nueva
Illes Balears,Illes Balears,2010,1,38,,Protegida,Nueva
Illes Balears,Illes Balears,2006,1,51,,Protegida,Nueva
Illes Balears,Illes Balears,2007,1,127,,Protegida,Nueva
Illes Balears,Illes Balears,2009,1,9,,Protegida,Nueva
Illes Balears,Illes Balears,2008,1,26,,Protegida,Nueva
Illes Balears,Illes Balears,2013,3,2,,Protegida,Nueva
Illes Balears,Illes Balears,2017,3,2,,Protegida,Nueva
Illes Balears,Illes Balears,2025,3,2,,Protegida,Nueva
Illes Balears,Illes Balears,2013,4,2,,Protegida,Nueva
Illes Balears,Illes Balears,2017,4,2,,Protegida,Nueva
Illes Balears,Illes Balears,2023,4,2,,Protegida,Nueva
Illes Balears,Illes Balears,2017,2,2,,Protegida,Nueva
Illes Balears,Illes Balears,2023,2,2,,Protegida,Nueva
Illes Balears,Illes Balears,2017,1,2,,Protegida,Nueva
La Rioja,La Rioja,2011,3,5,,Protegida,Nueva
La Rioja,La Rioja,2019,3,5,,Protegida,Nueva
La Rioja,La Rioja,2020,3,5,,Protegida,Nueva
La Rioja,La Rioja,2024,3,5,,Protegida,Nueva
La Rioja,La Rioja,2022,4,5,,Protegida,Nueva
La Rioja,La Rioja,2019,2,5,,Protegida,Nueva
La Rioja,La Rioja,2023,2,5,,Protegida,Nueva
La Rioja,La Rioja,2016,1,5,,Protegida,Nueva
La Rioja,La Rioja,2018,1,5,,Protegida,Nueva
La Rioja,La Rioja,2020,1,5,,Protegida,Nueva
La Rioja,La Rioja,2025,3,3,,Protegida,Nueva
La Rioja,La Rioja,2004,3,179,,Protegida,Nueva
La Rioja,La Rioja,2005,3,207,,Protegida,Nueva
La Rioja,La Rioja,2006,3,173,,Protegida,Nueva
La Rioja,La Rioja,2007,3,137,,Protegida,Nueva
La Rioja,La Rioja,2008,3,65,,Protegida,Nueva
La Rioja,La Rioja,2009,3,162,,Protegida,Nueva
La Rioja,La Rioja,2010,3,80,,Protegida,Nueva
La Rioja,La Rioja,2012,3,222,,Protegida,Nueva
La Rioja,La Rioja,2013,3,44,,Protegida,Nueva
La Rioja,La Rioja,2014,3,37,,Protegida,Nueva
La Rioja,La Rioja,2015,3,10,,Protegida,Nueva
La Rioja,La Rioja,2018,3,8,,Protegida,Nueva
La Rioja,La Rioja,2017,3,4,,Protegida,Nueva
La Rioja,La Rioja,2022,3,4,,Protegida,Nueva
La Rioja,La Rioja,2016,3,6,,Protegida,Nueva
La Rioja,La Rioja,2021,4,2,,Protegida,Nueva
La Rioja,La Rioja,2024,4,2,,Protegida,Nueva
La Rioja,La Rioja,2025,4,2,,Protegida,Nueva
La Rioja,La Rioja,2016,4,9,,Protegida,Nueva
La Rioja,La Rioja,2023,4,7,,Protegida,Nueva
La Rioja,La Rioja,2017,4,11,,Protegida,Nueva
La Rioja,La Rioja,2019,4,11,,Protegida,Nueva
La Rioja,La Rioja,2015,4,13,,Protegida,Nueva
La Rioja,La Rioja,2018,4,65,,Protegida,Nueva
La Rioja,La Rioja,2014,4,32,,Protegida,Nueva
La Rioja,La Rioja,2013,4,70,,Protegida,Nueva
La Rioja,La Rioja,2004,4,154,,Protegida,Nueva
La Rioja,La Rioja,2005,4,213,,Protegida,Nueva
La Rioja,La Rioja,2006,4,151,,Protegida,Nueva
La Rioja,La Rioja,2010,4,154,,Protegida,Nueva
La Rioja,La Rioja,2011,4,96,,Protegida,Nueva
La Rioja,La Rioja,2008,4,228,,Protegida,Nueva
La Rioja,La Rioja,2012,4,53,,Protegida,Nueva
La Rioja,La Rioja,2009,4,194,,Protegida,Nueva
La Rioja,La Rioja,2007,4,119,,Protegida,Nueva
La Rioja,La Rioja,2022,2,2,,Protegida,Nueva
La Rioja,La Rioja,2020,2,3,,Protegida,Nueva
La Rioja,La Rioja,2007,2,348,,Protegida,Nueva
La Rioja,La Rioja,2008,2,147,,Protegida,Nueva
La Rioja,La Rioja,2011,2,66,,Protegida,Nueva
La Rioja,La Rioja,2010,2,205,,Protegida,Nueva
La Rioja,La Rioja,2009,2,286,,Protegida,Nueva
La Rioja,La Rioja,2006,2,259,,Protegida,Nueva
La Rioja,La Rioja,2005,2,115,,Protegida,Nueva
La Rioja,La Rioja,2004,2,173,,Protegida,Nueva
La Rioja,La Rioja,2012,2,103,,Protegida,Nueva
La Rioja,La Rioja,2014,2,24,,Protegida,Nueva
La Rioja,La Rioja,2013,2,110,,Protegida,Nueva
La Rioja,La Rioja,2017,2,58,,Protegida,Nueva
La Rioja,La Rioja,2018,2,12,,Protegida,Nueva
La Rioja,La Rioja,2016,2,11,,Protegida,Nueva
La Rioja,La Rioja,2015,2,10,,Protegida,Nueva
La Rioja,La Rioja,2021,2,7,,Protegida,Nueva
La Rioja,La Rioja,2024,2,6,,Protegida,Nueva
La Rioja,La Rioja,2017,1,2,,Protegida,Nueva
La Rioja,La Rioja,2025,1,2,,Protegida,Nueva
La Rioja,La Rioja,2019,1,3,,Protegida,Nueva
La Rioja,La Rioja,2024,1,3,,Protegida,Nueva
La Rioja,La Rioja,2021,1,6,,Protegida,Nueva
La Rioja,La Rioja,2014,1,11,,Protegida,Nueva
La Rioja,La Rioja,2015,1,11,,Protegida,Nueva
La Rioja,La Rioja,2013,1,9,,Protegida,Nueva
